index,text,label,target
670,"@USER @USER after that performance, trump really can't afford to be in another debate. by allowing trump to continually interject, biden successfully showed trump can't speak coherently, follow a train of thought and lies incessantly. well done joe biden, you're a champion!!!",Favor,biden
92,"@USER @USER @USER yep! with fox choking down throats of the american people with scum like brazile! who needs enemies! good riddance 
@USER 
#trump2020 HTTP",Against,biden
181,"the conflation of wh symbolism with the current administration is not a signal of, nor a nod toward fascism. it is fascism. this is what we fought against in wwii...i say this without partisan politics in mind. but if america thinks its bad now, buckle up! #rnc2020",Against,trump
279,"@USER @USER get a grip snowflake.

kirstie’s judgment says a lot about her intelligence, heart and integrity.

it’s a hell of a lot more than what can be said about yours.

#trump2020 #maga2020 🇺🇸#trump2020tosaveamerica 🇺🇸",Favor,trump
1,"@USER guess the #cult45 #trumpdrunkmorons can pick their poison... unlike jim jones who only offered one, trump has served up an assortment. #trumpgenocide #ettd #votebluetosaveamerica",None,biden
154,"@USER @USER hahajajajajajhahaha... maybe before the end of the year, and you have to send soros money to the idiots who follow him. he is a very low energy person. almost as interesting as watching paint dry. #trump2020 #walkaway #walkawayfromdemocratsforever",Against,biden
286,tl is full of the presidential debate and i know voting for trump is literally the worst thing to do but can someone tell me the specifics? i’ve been trying to find out /exactly/ what would happen to us if he’s elected and i’m genuinely worried and confused :(,None,biden
252,"how will biden do debating trump? we asked those who have faced the former vp HTTP

all biden needs to remember is that trump never stays on point and he will deflect, deny, and try to change the narrative of any subject question. stick to script.",None,biden
90,"djia is at 93.9% of all time high, despite #democratstheenemywithin trying to tube the economy!!  #trump2020 defeats impact of #covid_19 !  live with it!  vote @USER dum @USER  go with @USER @USER",Against,biden
126,"@USER asks @USER why he said a woman couldn't be elected. he denies and says why he wouldn't have. instead of asking @USER to rebut, they asked ""how did you feel when he said that?"" they're effectively bussing bernie when no one knows. #fuckcnn #democraticdebate",None,biden
386,"@USER @USER @USER @USER omg.
that's definitely for iv.
@USER @USER @USER @USER @USER @USER 
#biden #joebiden",Favor,biden
111,@USER @USER 👍🏼. biden will be cheating!,None,trump
124,"@USER @USER @USER @USER @USER @USER there was an election yesterday.  #northhampton and #amhurst are the blue baize of american liberalism. it is representated by @USER-

he was challenged on the left.
&amp; won

the left is loud but not in control of the #democrat 

HTTP",None,trump
81,"@USER maybe if you dems hadn’t wasted so much $ in the 1st bill  like for the arts - what did that have 2do w a pandemic-employees were laid off wo a dime, maybe there’d b$ for the kids you are now so concerned about. @USER 🇺🇸🇺🇸🇺🇸🇺🇸 #trump2020",Against,biden
814,"@USER @USER @USER you hit the bullseye.

""changing trump for biden is the same as shitting in your pants and changing your shirt""

revolution is what we need! we need to change the system.

@USER 

#notrump 
#nobiden 
#neverbiden 
#nevertrump",Against,biden
77,apparently you didn’t listen to his speech.  he did not downplay anything.  it was perfect!  i would have loved to see biden speak live for just 15 minutes!  #impossible ⁦@USER⁩ #trump2020 🇺🇸 HTTP,Against,biden
234,"richard grenell rnc speech savages russiagate, globalism and democrats: &amp;#8216;the boss is the american people&amp;#8217; HTTP",Against,biden
320,"@USER unless there is a legitimately ambiguous result a-la 2000, i expect things to go relatively smoothly, yes. some lawsuits and some civil unrest perhaps, but i don't expect the country to fall apart w a biden victory. if trump wins, i'm less confident.",None,biden
60,"my dad died 26 years ago today. i was 5 months old the first time he saw me. he was a a hospitalman in the navy in wwii, then attached to the marines as a corpsmsn and called back to fight in the korean war. when i cast my vote for joe biden, it will be for my dad.",Against,trump
304,does this remind anyone of the trump convoy that invaded portland? #isis #daesh #maga HTTP,None,trump
94,making liberals cry again t-shirt #republicanlegion #trumpswag #trump #trump2020 #gop #trumptrain #maga #makeamericagreatagain #gop #kag2020 #republican #conservativees #americafirst HTTP,Against,biden
63,if after watching the debate you still are voting for trump... wow,Favor,biden
132,"@USER girlfriend your only allowed @ ptown keep your 
#maga there where belongs
#maga = more against ""gay""  americans 
great 4u keep 💋 up to little donny u stupid 💩",Against,trump
16,@USER well of course have you see the numbers around the world? is all result of the pandemic ! stop the hate ! #trump2020,Against,biden
531,@USER “we can make them whole.” what does that even mean? #demdebate #covid19,None,biden
175,@USER @USER more democrat b/s. wakeup! #trump2020,Favor,trump
445,@USER never will we forget that's why we won't give biden an inch when he is president.,Against,biden
324,@USER @USER @USER highest rate of turnover!  is it because people want to join? or because so many people need to leap from the train wreck before it completely goes off the cliff &amp; burns into an unrecognizable wreck on the trash heap of history?  we all know that answer!  the 2nd one.  #biden2020,Against,trump
568,"@USER get lost.  
trump is a criminal &amp; a traitor.  

when biden has killed over 200k because he failed to lead, or when he has sold out his country to putin, lied &amp; cheated his way into the wh, destroyed america's standing, bribed dictators, lined his own pockets... then you can talk. HTTP",Favor,biden
830,@USER preach it sister! i am so tired of white liberals thinking they know what’s best for our black communities. the amount of hateful slurs used against me simply for supporting trump shows that they care about black votes not black lives. sick of them. #blacksfortrump #maga 🇺🇸💪🏿,Against,biden
197,"#2020elections #trumpcoronavirustestfailure

cuomo to trump

first of all if he is sitting at home watching tv, maybe he should get up and go to work

how many times do you want me to say “thank you”?

i’m saying thank you for doing your job

this was your role as president. ok!",Against,trump
836,"so if #covid19 tests are done with a wrong settings, instead of having small manageable numbers, we have created pandemic where there isnt really one. 
realistic numbers seems to be 70-90% too high in some cases. 

but we shut the country down. 
#trump2020 HTTP",Favor,trump
185,think pete just lost his 1 black supporter #democraticdebate,None,trump
616,"@USER @USER why don't you condemn the marxist domestic terrorist groups antifa/blm- why waste you dang time on ""qanon""??!! @USER #kag
HTTP",None,biden
216,@USER canceling the #2020election so trump is president for 5 more years!,Against,biden
719,live: first trump-biden presidential debate moderated by fox news' chris... HTTP,None,biden
315,"@USER #fightthevotingright #dailypresidentbidenbriefing as many major media as possible to cancel out trump's showmanship to control ""breaking news"" to the reporters!! @USER #pamalaharris #dnc2020",Against,trump
126,"#rnc2020: if trump wasn’t pres, america’s covid-19 response would have been worse. all the other countries in the world are better off than the us rn. they don’t have dt though 🤔 how are they doing it? #rnchaos #pleaseexplain",Against,trump
244,"""democratic national convention: michigan gov. gretchen whitmer delivers her address"" #demconvention HTTP",None,biden
334,"there’s no perfect candidate. say it louder for the hypocrites in the back, flotus! #demconvention #dnc2020",None,trump
151,"@USER @USER @USER @USER because i own properties in texas. i voted in the march primary in texas and will go back to vote in november in texas! hawaii is soon to be my new home, but until then i will #votebluetosaveamerica and texas. #txlege HTTP",Favor,biden
853,@USER @USER @USER cindy you are supporting violence and destruction. you are irresponsible. biden can’t run a country and you know it. all decent citizens stand with trump.,Against,trump
231,"@USER #america #americafirst #djt #draintheswamp #4moreyears #fourmoreyears #gop #kag #kag2020 #maga #maga2020 #potus45 #potus @USER #trump #trumptrain #trump2020 🇺🇸#usa #votered

this is #presidenttrump working while dems &amp; #fakenews sleep, only to later wake up &amp; falsely accuse him. HTTP",Against,biden
703,@USER @USER i fall in that range and love our president #maga,Favor,trump
224,@USER @USER indeed. enough is enough. what supporters of the trump administration filled to realize that trump is the poison that is dividing this country. #votebluetosaveamerica #votebidenharristoendthisnightmare,Favor,biden
72,@USER socialism is what the democratic party is trying to bring down on our own country!!! drain that swamp!! #trump2020 #trumpsaveamerica,Against,biden
767,@USER you have no idea what you’re talking about when it comes to politics!!! #trump2020,Against,biden
283,"sorry but melania could not pull off this speech. not in english. not in slovenian. and not in support of her vulgar, profane, abhorrent husband. #michelleobama #dnc #democraticconvention",None,trump
51,"today the ignorance &amp; racism of the #complicitcorruptgop is on full display:
they are sick
#votethemallout2020
#votebluetosaveamerica
#votebluetoendthisnightmare

these are not patriotic americans
they are #whiteprivilege #fakechristians
@USER
@USER
@USER HTTP",Against,trump
102,@USER @USER @USER @USER @USER yea trump was the one that told democratic governors to herd up the elderly into nursing homes which accounted for about half of covid deaths... oh wait no that was the dems acting on their own accord. its no wonder 5 blue states account for over 40% of covid deaths...,Against,biden
769,isn't it amazing that joe biden hides out in his basement while msm does all his dirty work &amp; propaganda for him? they report everything negative on trump &amp; report absolutely nothing controversial pertaining to biden &amp; cover up for him. msm is a big threat for election meddling!,Against,biden
559,"@USER @USER he just met with whitmer who, delivered the dnc response to sotu, is very popular in michigan,  very articulate and ready day 1 for presidency if needed. thinking she may be the sleeper pick and would be a popular one with many for #biden2020",Favor,biden
84,"@USER @USER @USER @USER your hate for trump, blinds you to the truth. it is not he, who is blatantly corrupt, but his opposition. 

you will know in time. and we will forgive your ignorance. 

#enjoytheshow
#trump2020",Favor,trump
194,i want out of this shithole usa #shitholeusa #trumpsucks #maga #kag #trump2020,None,biden
839,#demdebate i can't believe black voters have embraced @USER. this guy is still living in the 20th century with msnbc's #chrismatthews.,None,biden
590,"@USER anything is better than trump. i voted for bernie, but will vote for biden if he is on the ticket. instead of division, unity needs to begin. i will not be responsible for trump having 4 more years. 

#votebluenomatterwho 
#demdebate HTTP",Against,trump
865,"for the first time, i did not watch the political conventions. streak started in 1992. in my maybe minority, probably unwise opinion, i felt both parties should have push through it and held real in-person conventions/celebrations. #dnc #rnc",None,trump
93,⁦@USER⁩ raises record-breaking $39.5 million for #democrats as election approaches. #votebluetoendthisnightmare #biden2020  HTTP,Against,trump
92,"@USER unless each and every one of these attendees received an immediate-result #covid19 test seconds prior to encountering meadows, he is now a potential #gop super spreader. will he self quarantine for 14 days or instead place his boss, white house staff and supporters at risk?",None,trump
511,"@USER rt 
ifbap 🇺🇸
followed all 🇺🇸

#redfriday 🇺🇸
#trump2020 🇺🇸",Favor,trump
277,important: a critical warning to all voters about donald trump from jason johnson—a warning that mirrors exactly what i just tweeted re trump: he doesn’t care about winning. he wants to keep power at any cost. vote. early. spread the word. #rnc2020 #maddow #11thhour #bidenharris HTTP,Favor,biden
296,excited about ⁦turning the page from ⁦⁦@USER⁩?! #votebluetosaveamerica #votebidenharris2020 #bidenharris2020 #census2020 responding online | 2020 census HTTP,Favor,biden
168,i don't know. pete might want to sleep with one eye open tonight. #demdebate,None,trump
92,@USER we are with you alllll the way! #trump2020,Against,biden
160,"@USER if he's falling apart after 90 minutes at debate, how is he going to stay together for long days in the white house, day-in and day-out for 4 years?  joe biden's health is not up to the task of potus.

#demdebate2020 #demdebate",None,trump
797,@USER @USER didn't this guy find trump presidential months after trump was elected and when trump gave his state of the union? what happened to the professionalism?,None,biden
29,"deadass thought he said ""caskets"" instead of ""test kits"" 💀 #demdebate",None,trump
713,"@USER taken us to the edge of bankruptcy - physically, emotionally, mentally, morally, ethically, monetarily, nationally, patriotically......

i shudder to think of what might be the final push that sends over the edge. 

#votebluetosaveamerica #votetrumpout",Favor,biden
307,"@USER 
your mother is an evil pedo... fraz le drip,
that disgusting video will be headline news soon.
also we will never forget haiti and benghazi.
i wonder how many satanic rituals you've been to chelsea!
the devil worshiper clinton family are going down.
#wwg1wga",None,biden
281,2 represent all not just who wear the red hats #demconvention,None,biden
659,"@USER @USER @USER i think realistically you’re right. and it should be on the national or state down ballots, it’ll indeed increase voter turnout, young or older voters. #2020elections",None,biden
57,"watch: in yesterday’s #demconvention pre-show, @USER went over the 3 ways you can vote in nevada. 

how you vote is your choice. but no matter what, do it early. HTTP",None,trump
39,@USER @USER @USER the hair &amp; makeup is flawless #democraticnationalconvention #democraticconvention HTTP,None,biden
763,"at the end of july, joe biden continues to lead in the presidential race as president trump continues to fall behind in voter surveys. #joebiden #presidenttrump #unitedstates #joe #biden #president #trump #surveys #survey #lead #fall #presidentialrace #endofjuly #attheend HTTP",None,biden
25,"@USER + @USER + @USER + @USER = the a team 

#biden #election2020 #bernie #obama #warrenendorsesbiden #joebiden #presidentbiden #votebluetosaveamerica #voteblue2020 #notmeus #bluewave2020 #unitedasone #southasian #asian #electionsmatter #novemberiscoming HTTP",Favor,biden
59,"it's the final night of the #demconvention!

make sure you watch joe biden with me! 9 pm et - HTTP",Favor,biden
672,@USER issa like they lie. the best part is the us citizens have had 3 months to see them refuse to acknowledge it. they think most people are dumb. #freedom #gottavotetrump #trump2020,Against,biden
523,i lol every time i hear build back better! they wish they had make america great again. hahaha! #maga #buildbackbetter #demconvention #demconvention2020 #democraticnationalconvention,None,biden
662,if one of those police officers shot by the antifa/blm thugs dies... the thug should be given the death penalty and broadcast the execution on tv so these antifa/blm thugs learn not to fk with the police. #fuckblm #fuckantifa #bluelivesmatter #trump2020,Against,biden
116,"@USER @USER @USER @USER @USER or these, so many great, strong, honorable, first nation (native) leaders. lets build  their monuments and name forts and bases for them instead of racist trash. make america proud again! #votebluetosaveamerica   #biden2020 HTTP",Favor,biden
35,#democratic #whitehouse contender biden says he would pick a woman as vice president HTTP,None,biden
834,"@USER 🤡 yelling doesn’t change anything, facts are facts, not that you have any understanding of anything regarding the truth. #votebidenharris2020 #votebluetosaveamerica #lincolnvoter #prosecutetrump",Against,trump
459,@USER @USER @USER but if you want to go there... trump would love nothing more then to reboot the economy. the democrats refuse any goverment aid or to reopen parts of the economy because then trump might look good. shows alot about the people you look up to,None,biden
813,it may be a pipe dream but i’d like nothing more then to see the con man @USER and his grifting spawn locked away for a very long time.  what are the odds? #votebluetosaveamerica,Against,trump
473,the mastermind of one of the largest financial scandals ever investigated by the justice department engaged a top #gop political donor to work behind the scenes in a bid to deport one of #china’s most sought-after fugitives. #chinavirus #draintheswamp HTTP,None,trump
10,"everybody has a place.🇺🇸
#maine #obamagate #covidiots #2020election HTTP",None,trump
236,@USER you are a sad apologist clay! this whole ass interview is indefensible. and whatabout-isms about trump will not change that because its to be expected from him. just say you want our people to #votebluenomatterwho with zero tangibles being offered up.,None,biden
374,"@USER before serving as florida’s worst ever attorney general, @USER spent 18 years as a loser.
 
she worked with #weakpresident trump against the constitution. and she knows nothing!
the biden family never profited off of joe biden’s name or influence you idiots. #dnc2020",Against,trump
311,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER drain the swamp! this for ""corrupt political establishment"" !!! we the people reclaim control over our government #maga #maga @USER HTTP",None,biden
33,#vote as if you’re not an asshole #voteblue2020 HTTP,Against,trump
262,"@USER how many hours a week does your guy spend on his couch watching #fauxnews and calling it ""executive time""?

i know: exactly all of the hours he is not standing in front of a crowd begging them for attention.

he lets others do his work as #potus.

#voteblue to get a leader.",Favor,biden
263,"this is truth.  #alllivesmatter #unbornbabylivesmatter #trump2020
'pure evil – it's borderline satanic': black media man hammers dems HTTP",Favor,trump
692,"#democrats want the #boston bomber, radical serial rapists, etc to vote from prison...  

good luck, #democratstheenemywithin

#trump
#trump2020
#kag
#kag2020
#maga
#maga2020
#kag2020landslidevictory 
#democratsarecorrupt 
#democraticdebate 
#thefive 
@USER",Favor,trump
27,@USER saying trump is racist is hilarious considering joe is actually a racist with documented racist comments. #joebiden #potkettleblack #trump2020landslidevictory,Against,biden
772,congratulations to chris for winning the calliopean club parliamentary debate! #debate HTTP,None,biden
740,"tune in now! live @USER coverage of the final night of the #demconvention  is starting now. 

i'll join @USER, @USER, @USER,  @USER and others taking stock of all the happenings, including @USER's big speech  

HTTP",None,trump
757,"just read a few d/sleepy j supporting threads. what a bunch of ill informed, ignorant, hateful people. d's do not understand govt, $, or reality. #wwg1wga #truthseeker #trump2020",Against,biden
198,"biden was the real man last night. the bigger man. the man who could debate with words, facts and policy positions, not professional wrestling theatrics. #bidenwon #presidentialdebate #bidenwonthedebate",Against,trump
99,kamala. hillary. barack. today is going to be 🔥🔥🔥🙌🏽🙌🏽🙌🏽 #demconvention #dnc #democraticnationalconvention #bidenharris #bidenharris2020 #joebiden #kamalaharris #kamaladay #vote HTTP,Favor,biden
345,"@USER your orange ""tan"" is making the gray hairs that aren't dyed blonde show up more and more on tv...you are aware of that, right? 
#biden2020
#biden2020landslide",Favor,biden
57,#joenbiden needed adderall to stay coherent #debate2020 #drugedupbiden,Against,biden
649,"@USER i promise you, this will all be over november 4th .... #politicians like yourself are pushing the #liberal agenda. #houston will not be a #portlandoregon",None,trump
350,"@USER @USER @USER sadly, agree! but don’t give up yet. #biden2020 🌊🌊🌊",Against,trump
161,"@USER reason some floridians call him governor deathsantis!
how can @USER even think football when americans r dying, many testing positive &amp; that includes children!
florida's #'s r not going down fast enough 4 this bs!
#votebluetosaveamerica from trump &amp; deathsantis",Favor,biden
545,"@USER it's time to come to the realization that trump's only interest is his re-election &amp; that trump couldn't care less about anything or anyone else. ""trump will say &amp; do anything"" he thinks will secure his re-election, even endangering other people's lives.
HTTP",Favor,biden
200,"@USER @USER how much more evidence does the world need that trump and the police are promoting brutality. protests in america are always peaceful until the police show up. then the violence starts with them attacking,

remember this day and  #votebluetosaveamerica",Favor,biden
555,@USER @USER trump is a draft dodging coward who betrayed our troops.,None,biden
562,did biden just bring up xi jinping's small d? #demdebate,None,trump
267,"with everything that's going on in the world now, i wish that people would watch this film.. at the edge of the city. the end scene when everyone in the courtroom is called out on their prejudice and hypocrisy is so satisfying.. HTTP",None,trump
229,"@USER agreed. only difference is trump has been doing things for less than 4 years, but biden's 47 year record is lacking. given he's not president, not for lack of trying, it is on him to answer what he would do differently. he provided 0 plans tonight.",Against,biden
825,"@USER @USER @USER @USER they have enough info to convince republicans, they just don’t care

#votebluetosaveamerica 
#protectourdemocracy",Favor,biden
239,@USER @USER @USER @USER lmao except for the fact that donald trump actually laid out political points tonigjt. joe biden just day there and repeated every lie in liberal news imaginable,Favor,trump
43,"its official, biden picks kamala harris for vp.
#trump2020",None,trump
303,@USER biden is toast HTTP,Against,biden
84,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you so very much for the mention rene!!!! 🌊💯🌊
join #tmresist to get on the lists for all #resisters, #bluewave #blm, #fbrparty etc!!!! dm me if you’re interested and know how to make lists🌊🌊🌊🌊",Against,trump
587,"all these protest are getting old. seriously, the looting, rioting, and the tearing down of major cities. what are these morons trying to prove? it is justifying the deaths of certain black people. i’m told, “this is what people do”... lol... 🤦‍♂️.... #trump2020",Against,biden
184,"looking for #maga, #kag followers. i will follow back. would love to interact with my fellow patriots. please retweet. #trump2020",Favor,trump
265,@USER @USER @USER lol—perfect gif!😄👍 president trump is going to have so much fun—while biden is shaking in his boots. definitely a night for popcorn!🍿,Against,biden
827,"@USER stop it.  you know darn well most of those people died because of #democrat governors &amp; nursing homes. and so many had other health issues, states padded the numbers for cash.
put a lid on it #creepyjoebiden you disgust me.",Against,biden
182,i posted this on facebook 4 years ago. looking forward to november 3rd. @USER #biden2020 HTTP,Against,trump
714,"@USER pete.....go away!
#trump2020",Favor,trump
109,"i miss having a president that speaks eloquently. that has empathy and hope for a better tomorrow. fortunately, we will soon  have that again with #bidenharris2020. 

#demconvention",Favor,biden
459,"black lives matter ( blm) are a bunch of un-american - americans aka domestic terrorist seeking supremacy . 

they pick in choose which black life matter. they are sad.

#trump2020 🇺🇸",Favor,trump
44,"@USER by this time in nazi germany ted here would be showing up to be fitted with a uniform. 
gop want one party rule. they will lie cheat steal burn our constitution to achieve that end. gop want to rule not govern.
#votelikeyourlifedependsonit because it does.
#votebluetosaveamerica",Favor,biden
610,"oh god

don't tell

@USER

#trumpisacompletefailure
#trumpisalaughingstock
#trumpisatraitor
#votebluetosaveamerica
#resist
#portlandstrong

""trump’s rnc acceptance speech draws less viewers than biden's address""  HTTP",Favor,biden
129,"@USER @USER that’s fine, because this will have your dad win in a landslide in november. #trump2020",Against,biden
72,all i got to say is biden and trump both need lip injections,None,biden
636,@USER cool photo from 2012 rnc! idiots! #trump2020 🇺🇸🙏 HTTP,Favor,trump
109,@USER @USER @USER @USER you are a brainwashed idiot! #trump2020 HTTP,Favor,trump
204,the #americans act like they are defenders of human right and even try to supervise on how we run our own #africa yet they violate the rights of the the #black people in us. they call our smart working #africanleaders #dictators yet they house a terrorist president #donaldtrump HTTP,Against,trump
844,"love is more powerful than hate, hope is more powerful than fear and light is more powerful than dark-joe biden. #demconvention",Favor,biden
793,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER had enough? #votebluetosaveamerica,Favor,biden
456,"elizabeth wanted to be clear that she’s still very much in. 

and so am i. 

#democraticdebate",None,biden
157,"@USER @USER trump said ""i'm happy to do that"". he tried to get wallace to name them but as far as i can tell, he didn't.",None,trump
413,@USER i think most americans are seeing through all this bs going on in portland.  #trump2020,Favor,trump
12,"going up the east river drive, and fast. thank you nypd! on november 3rd we’re bringing you back! #lesm #maga HTTP",Favor,trump
159,"HTTP

#voteblue #voteblue2020 #votebluenomatterwho #votebluelikeyourlifedepends 
#votebluetoendthisnightmare 
#votebluetosaveamerica 
#votebluetosavetheplanet 
#votethemout 
#votelikeablackwoman come on lets  go! #vote @USER",Against,trump
616,@USER @USER @USER @USER @USER @USER @USER trump’s got this in the bag!!,Favor,trump
330,"@USER @USER good grief,  the republican party just keeps sinking lower and lower. how pathetic! 🙄 #voteblue2020 #dumptrump #saveourdemocracy",Against,trump
139,"@USER @USER @USER carmen best was doing her job!! something “educators” like you, should be doing!!! instead, you fill young minds with socialist retoric.... here’s an idea, teach facts, not personal ideologies.... teach free thinking... not indoctrination!!! #trump2020",Against,biden
481,"afternoon  🍵 party #fbrpytime 
ya ya friday follow the #bluewave  🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER 
@USER",Against,trump
707,"@USER @USER this is sickening behavior. where are her parents, aunts, uncles, pastors, teachers, friends? is there no one in her life to say, this is wrong. her behavior reflects poorly on all of them. it’s shameful. until the community rises up and say enough, this will continue. #trump2020",None,biden
224,@USER i am really sorry. i am going to go have a pacifico advil right now. goodnight! #fucktrump,Against,trump
203,"@USER ooo rah for your son! the ultimate sacrifice by him and your family. your sacrifice is honored. my family has not lost any of our marines. and i’m proud that none voted for trump 👏🏻, despite intense pressure to vote for the #gop.  i’m hoping his #military supporters get woke.",None,trump
280,#joebiden will be president with our help: official campaign website | volunteer ⁦@USER⁩ sign up today  HTTP,Favor,biden
624,"@USER @USER @USER @USER join the collective this friday august 14, we are removing all our money from for profit banks and transferring to our credit unions or withhold your cash until further notice.
#defundthebanks
#blm
#savethechildren 
#wedonotconsent
#wwg1wga",None,trump
108,@USER @USER i thought he meant the tape of #joebiden calling troops #stupidbastards,None,trump
444,#democratnationalconvention #dnc speakers next week (swipe) HTTP,None,trump
248,@USER what if biden snoozes off? or maybe he will get so angry he will try to swipe at trump?,None,biden
614,"@USER how to tell what's true/false... if it's a democrat it's a lie...if it's a republican it is probably true if you can weed through the ""we need to investigate...""stuff. if it's trump it's closer to truth than any msm or politician if you wait 5 mins(he is almost always right)#maga",Favor,trump
607,@USER what’s trump done now?,None,trump
29,@USER @USER @USER @USER @USER @USER and joe biden is 1 trillion in debt. easy to pull random numbers out my ass with no sources.,None,biden
666,true statement by ivanka : “donald trump has changed washington “ do any biden supporters think that joe biden will change washington?? #rnc2020,Favor,trump
20,@USER screw you #democraticnationalconvention #trump #trumpisanationaldisgrace #trumpvirus #dncconvention #wethepeople #biden2020tosaveamerica,Favor,biden
555,"@USER @USER well said jay, that was a damn good summary!! #maga 
if people don't love this country, they have the god given right to leave! if you need help packing your shit, there are plenty of great americans that would willingly donate their time to help you!! #onlyinamerica 🇺🇸 #maga",Favor,trump
372,the media won’t let biden lose the debate against trump HTTP,None,biden
274,"@USER they ought to have a sound proof booth and put trump in it so that when he's not to speak,they can easily shut him up!",Against,trump
226,roll call across america is incredible and i hope we never stop doing it. (they shipped the delegation standup signs to each location!) #demconvention,None,biden
120,"@USER how long until you wake up and hold @USER, @USER,  and @USER accountable? oh wait that's right, it's @USER fault. #hypocrisy #2020election #americafirst #democratsdontcare #countryoverparty",Against,biden
