index,text,label,target
939,"Imagine, Marcos-Duterte saying Babangon Muli when in fact their families are the main reason why PH is in shit right now. #NoToMarcosDuterte2022",0,bongbong
1053,"If Filipinos let these two win, I will do whatever that I can to remove my whole family from this country. Di pa nadala sa mga magulang ngayon pati sa anak???    #NoToMarcosDuterte2022",0,bongbong
58,We are with you all the way dad. I believe in you and your ability to serve the Filipino people. MY PRESIDENT!!!   #bbm2022  #babangonmuli,1,bongbong
62,"That’s the reason #BBMIsMyPresident2022 #BBMSigawNgBayan Just like his father, a true and visionary leader.  MABUHAY",1,bongbong
158,"THE more people hear @BongBongMarcos talk, the more people will be convinced that BBM is the best person to lead our country for the next six years.  #SMNITheDeepProbe  #BBMIsMyPresident2022  #BBMSaraUNITEAM",1,bongbong
365,"Such a good human being @bongbongmarcos is. He inspires unity and kindness among Filipinos. He's loved not only for his competence &amp; leadership, but above all, his CHARACTER. #BBMIsMyPresident2022  #halalan2022 #eleksyon2022 #bbmsara2022 #MarcosDuterte2022 #ProtectMarcosJr",1,bongbong
58,"its ok to disagree w me i don't give a damn anyway, but i will always go for bbm-sarah and no one can change my mind.  i will still respect and understand if u break the mutuals. have a good day and ingaaat! :)  #BBMSARA2022",1,bongbong
179,Let us not waste our opportunity to make our nation great again. I do believe that with soon to be President @bongbongmarcos Philippines will rise again! #BringBackMarcoses #BBMSARA2022 #BBMIsMyPresident2022,1,bongbong
122,Continue spreading kindness and try to not exchange harsh words with those who pin BBM to the ground. Make Uniteam proud by following their examples. #BBMIsMyPresident2022  #BBMSARA2022,1,bongbong
215,"Whatever happens on May 9 will surely be the greatest disappointment to either of the parties.   Nevertheless, I stand for my convictions.  BABANGONG MULI ANG BAYANG ITO!  #BBMSaraUNITEAM",1,bongbong
196,@RethLawrence My heart and vote still goes for BBM... #BBMIsMyPresident2022,1,bongbong
75,You captured the heart of wake Filipinos  the future is so bright! Win this our future President! @bongbongmarcos #BBM  #BBMSARA2022,1,bongbong
16,"The Philippines is in dire need of a Marcos President, Mr. Bongbong Marcos. 🇵🇭 We will stand with you, by you, and behind you.",1,bongbong
696,Leni Robredo is the best president we never had. I am crying again. I fear for our future. Our country’s future. Why did we let the Marcoses get back into power?,0,bongbong
61,Everyone is coming together for #BBMSARA2022.  #FromDigongToBongbong #PresidentBongbongMarcos #VicePresidentSaraDuterte #UniTeam2022,1,bongbong
407,"That's why I stand with him than Leni because he's more mature, kind, and I think he will raise us Filipinos from poverty…   Hate me if you want to, but you can NEVER change my mind to be with him...   #ProtectMarcosJr  #BBM2022  #BBMIsMyPresident2022",1,bongbong
185,I don't care of what they think about me. I don't even care about the harsh words they gonna throw at me. Mute me. Unfollow me.  BBM is still my President.   #BBMIsMyPresident2022  #BBMSARA2022  @bongbongmarcos,1,bongbong
322,"Bongbong Marcos is the best candidate for Philippine presidential bcoz of his education, experience, achievements, &amp; dedication to lead the country. Same goes to Sara Duterte for Vice President. #BBMFORPRESIDENT2022 #BBMSARA2022 #BBMIsMyPresident2022 #bongbongmarcos  #saraduterte",1,bongbong
42,BBM IS LOVE FOR OUR MOTHERLAND   #BBMSARA2022,1,bongbong
1017,"@inquirerdotnet Yup! We will #neverforget, nasa Guinness World Book of Records ba naman how your dad and your family plundered the country and now you are back for more? #LeniKiko2022 #NeverAgain #NoToMarcosDuterte2022 #VoteWisely2022 #LabanParaSaBayan2022",0,bongbong
1078,@RolandR19327469 Its NOT Love at all.  He needs PHi more than It needs Him. Marcoses &amp; Filipinos are already Ex-Lovers.  It was an Abusive Toxic relationship era.. And People Power served their Divorced Papers. #NoToMarcosDuterte2022,0,bongbong
670,How about encouraging BBM supporters to actually show up to one of the Leni-Kiko rallies to give them an opportunity to listen? Welcome them and let them see for themselves who Leni Robredo is and what she is about. #LeniKiko2022 #LetLeniKikoLead2022 #Kakampink #AngatBuhayLahat,0,bongbong
615,"Not sure if this has sunk in among supporters of Marcos Jr, especially parents: that they’re feeding their children to the monsters that Bongbong represents. Their children should rebel against this. Parents don’t have the right to jeopardize their children’s lives and future.",0,bongbong
666,"Respect is only for those worthy of it! We’ll never say, reverend chief robber of the country BongBong Marcos! That’s not acceptable man! Let’s all use our brain cells! Ipanalo na10 to!",0,bongbong
91,"People can see people can feel,it just needs time. Now is the time for a change in our country. In unity there is strength in unity there is victory.We will all rise again soon  #UNiTeamBBMSARA  #UniteamBBMSara2022  #BBMSARA2022  #UniTeam  #uniteam2022  #UNITEAMWILLWIN",1,bongbong
38,The unity team is the only politics team that is doing a positive campaign. Hope in the future all politician will adopts this kind of campaign. Even though this is not new but it has been neglected in the past election. #Elections2022 #Unity #BBMSARA2022,1,bongbong
903,"Katribu, together with human rights activists, urges the public to frustrate and end the Bongbong Marcos - Sara Duterte tandem, Bong Go - Rodrigo Duterte tandem, and other collusions of human rights violators, fascists, and murderers.  #NoToMarcosDuterte2022 #DuterteWakasan",0,bongbong
206,He is the President that i want. He is the person i want to entrust my future kids with. He is BBM.  #BBMSARA2022  #PBBM  #BBMIsMyPresident2022,1,bongbong
121,"I knew I will lose friends ‘cause I’m voting for BBM. To be honest, his good heart is what I’m looking at. You may call him “plastic” but I’m rooting for a man that will not take revenge from opponents. I’m looking forward of what he can do more and not because of PFEM’s legacy",1,bongbong
53,Next month will be our national election.. I just can't contain my favorite presidential and vice presidential candidates. #BBMSARA2022,1,bongbong
57,"its ok to disagree w me i don't give a damn anyway, but i will always go for bbm-sarah and no one can change my mind.  i will still respect and understand if u break the mutuals. have a good day and ingaaat! :)  #BBMSARA2022",1,bongbong
910,"@BembangBiik @RambongaJay Remove MARCOS from Bongbong and what do you have?! Someone who DID NOT FINISH college, has NO degree, is JOBLESS and has NO achievements. He hardly talks and when he does, he either evades or fabricate stories. Why do LBMers want him as President?! #NoToMarcos2022  #NeverAgain",0,bongbong
202,Let's campaign harder for UNITEAM Senatoriables.   #WalangIwanan #WalangLipatan #BBMIsMyPresident2022  #BBMSaraUNITEAM,1,bongbong
922,@Rayo_delaVerdad @News5PH @COMELEC for your perusal. Makes us wonder why COMELEC still need to conduct hearings on his disqualification n cancellation of CoC. Why the special treatment?  Why do they tolerate his lame excuses? #DisqualifyBBM  #DisqualifyMarcosJr,0,bongbong
361,"We must face  the challenge as one, One country,one people.. We can stand together for our Country---BBM #BBMIsMyPresident2022  TEAM MaSa2022",1,bongbong
1073,"Dear Philippines, you forget… you forgive. Plunder, martial law, and dictatorship? Okay, F*CK YOU! #Philippines #elections #amnesia #NoToMarcosDuterte2022",0,bongbong
45,We are so excited to show our full support  #BBM2022 #BBMSara2022 #UniTeam #UniTeamforCebu,1,bongbong
688,To all the parents who plan to vote for Bongbong Marcos in the upcoming election. Please stop putting pressure on your children's shoulders that they need to have a degree someday. Your standards are clearly dubious. #Halalan2022 #LeniRobredo2022 #BBMSARA2022 #MarcosDuwag #PHVote,0,bongbong
46,"This is why I support BBM. For continuity. Because if there is continuity, there is progress. And if there is progress, there is growth. We cannot go back to square one again if ever the opposition wins. We need to move forward.  We need CONTINUITY.  #BBMSARA2022 #DuterteLegacy",1,bongbong
871,"And also about Marcos dictatorship. The atrocities and the sufferings of the Filipino people under his/their rule are plain, hard facts, and should never be up for debate. #NeverAgain #NeverForget #NoToMarcosDuterte2022",0,bongbong
1065,"Whatever the final outcome of the maneuvers of the Duterte factions and Marcos factions after Bong Go’s withdrawal, the people are more than ever determined to end tyranny and prevent a Marcos restoration and Duterte extension. #NoToMarcosDuterte2022",0,bongbong
155,"@bongbongmarcos We support you sir BBM, you are the most qualified person to become our President for 2022. #BringBackMarcos #BBMIsMyPresident2022",1,bongbong
35,My entire family will vote for @bongbongmarcos @indaysara.  Let us all work together to elect the whole UNITEAM Senate slate.  #BBMSaraUNITEAM #BBMSARA2022,1,bongbong
761,because there are thousands more reasons to say no to MarcosDuterte than to say no to LeniKiko  #NoToMarcosDuterte2022  #LetLeniLead #LeniKiko2022 #LeniWanagSaDilim,0,bongbong
885,There's nothing humane about supporting a dictator's family and their rise back in power. I dare you to scream humanity to those inhumanely and unjustly tortured and killed during the Marcos era.  #NeverAgain #NoToMarcosDuterte2022,0,bongbong
244,"A TRUE or REAL leader unites, inspires, and heals the nation, not divides it. And that LEADER is Bongbong Marcos!",1,bongbong
674,"VP Leni has proved her efforts eapecially in times of crisis during the COVID-19 pandemic, while Sen. Kiko pushes a platform for the health and welfare of Filipino farmers and agriculture. Hence, passing of Resolution No. 2022-03!  #AngatBuhayLahat  #NoToMarcosDuterte2022",0,bongbong
447,"@bongbongmarcos Sir @bongbongmarcos we need a better leader like you, a leader that cares for the Filipino people and most important a leader that seek to unite not to divide. God bless you po and your family   #BBMIsMyPresident2022 ",1,bongbong
971,NEVER AGAIN TO ANOTHER MARCOS! #DisqualifyMarcos,0,bongbong
782,It's not interesting anymore as for Marcos Jr. declining the invitation. Such a weak candidate. #NoToMarcosDuterte2022 #MarcosDuwag #MarcosSinungaling,0,bongbong
878,I just paid my real estate taxes and beat the April 20 deadline. Doesn't it suck that Marcos family cheats on their taxes while we middle class are left with the bill. If Marcos cheats and wins I propose a tax boycott seriously,0,bongbong
252,"If you are confident that majority of Filipinos will support or vote for you because of your qualifications, skills and platforms, then you don't need to use negative campaigning or mudslinging. And ONLY Bongbong Marcos has that CONFIDENCE!",1,bongbong
711,Marcos winning the presidency. Cheating at the highest level!  #Halalan2022 #Election2022 #NOtoMarcos #PhilippineElection2022 #PeoplePowerOurPower,0,bongbong
328,This man is still standing by the grace of God. My President on 2022! God bless you sir @bongbongmarcos! You are in my prayers.  #BBMIsMyPresident2022 #SARAISMYVP2022 #PROTECTBBMSARA #promotewhatyoulove,1,bongbong
350,Someone wants to play dirty…  We still want Bongbong though… #BBMIsMyPresident2022,1,bongbong
50,"I haven't been posting anythingmuch lately... StiLL, I am a DDS and a Marcos Loyalist. #BBMFORPRESIDENT2022 #BBMIsMyPresident2022 #BBMSARA2022 #bbm  #saraAll",1,bongbong
1064,awarded the nobel peace prize to maria ressa. while the late dictator  fMarcos regime was recognized by guinness world of records as the biggest government robbery back then.  2022 let's reject the son of the dictator marcos regime. #NoToMarcosDuterte2022,0,bongbong
227,"Bongbong Marcos and the rest of Uniteam in their rallies never really intended to make fun of his opponents, never maligned anyone.  He has a pure heart that's why I'm choosing him as my next president.",1,bongbong
375,If they really say that they are not behind it then help us call out these people to stop these non-sense and let BBM go through this election.This is the only way to prove that you are really not afraid of BBM.Prove it fight us head on!  #UnitedForMarcosJr  #BBMIsMyPresident2022,1,bongbong
324,Do you remember when you joined Twitter? I do!   Me creating twitter because of BTS and now supporting BBM.    #MyTwitterAnniversary  #itsmyARMYversary  #BBMIsMyPresident2022 ,1,bongbong
770,"#NoToMarcosDuterte2022 they don't deserve to win because of their evil moves.   So, lets change for the better #LeniLiwanagSaDilim   #LeniKiko2022",0,bongbong
801,"The son of the dictator will never be a suitable leader. A liar, thief, and accomplice to murders will never be the leader that we need in this time of social and climate injustice. #DisqualifyMarcos",0,bongbong
1,"Let me keep myself busy supporting and campaigning for my future President and Vice-President, alright?   And yes, I am talking about Bongbong Marcos and Inday Sara Duterte-Carpio. ",1,bongbong
399,People is UNITED in protecting BONGBONG MARCOS #ProtectBBM #ProtectMarcosJr #BBM2022 #BBMIsMyPresident2022,1,bongbong
986,"The sin of the father is not the sin of the son you say? Can you explain the apple doesn't fall far from the tree?""""  #NeverAgain #NeverForget #NoToMarcosDuterte2022 #notohistoricalrevisionism",0,bongbong
242,"If asked why Ferdinand BongBong Marcos Jr. Is my president, I'm gonna reply with the video of this discourse  #SMNITheDeepProbe",1,bongbong
928,Accountability before “unity.” #DisqualifyBBM #DisqualifyMarcos,0,bongbong
711,"I can't fault telcos because texts like this one are mostly from third-party services, but it's really scummy to use Support"""" as a name especially when you're trying to contact customer service of smth.  Bongbong Marcos and his entire party are scummy as hell.",0,bongbong
401,"@bongbongmarcos Sir that is how the Filipinos show there love for you, and I call that the BBM effect.  You are in our prayers. God Bless you and your family always. ❤❤❤✌✌✌🇵🇭🇵🇭🇵🇭 #BBMSigawNgBayan #BBMIsMyPresident2022",1,bongbong
128,#BBMIsMyPresident2022 #BBMSARA2022 Respect mine and I’ll respect yours. No Hate Just Love,1,bongbong
738,"When I applied for work, my employer required me a degree and a professional registration so why should I not require my president and all of the other national leaders to also have one? #Eleksyon2022",0,bongbong
663,Remember this very scene from The Devil Judge? Well Jinyoung is me whenever I hear a Filipino try to defend Bongbong Marcos.  #LeniKikoAllTheWay2022 #KulayRosasAngBukas #AngatBuhayLahat,0,bongbong
717,A liar will never unite filipinos. Truth before Unity  #DisqualifyMarcos,0,bongbong
22,"Filipino elections. Not exactly top caliber Leadership. Duterte can't run again, and the next President is BongBong. Yep, that's his name. BongBong Marcos. AKA Ferdinand Marcos Jr aka BongBong. Good times #PhilippineElections2022 #BONGBONG #bongbongmarcos",1,bongbong
766,@jairojourno @rapplerdotcom Bobong Marcos and his trolls and everyone who supports and sorrounds him have no redeeming value. None! #NoToMarcosDuterte2022 #LeniLiwanagSaDilim #LetLeniKikoLead,0,bongbong
134,It's been 2 years fighting alongside with my DDS fam on the upcoming years I'll be fighting alongside with our Uniteam! #BBMSaraUNITEAM #BBMIsMyPresident2022  #MyTwitterAnniversary,1,bongbong
434,"@IHateFakePple At this time I am supporting BBM for President.  Sara? She said she is not running for President. I love Philippines too much to gamble my vote! #BBMIsMyPresident2022,",1,bongbong
985," And just because their political parties cannot produce a running mate, they have to adopt each other to a form a team. Evil will do everything to get what it wants. #NoToMarcosDuterte2022 #NoToAnotherMarcos #NoToAnotherDuterte #NeverAgain",0,bongbong
642,"If they even wanted to awaken Filipinos by selecting Bongbong instead of Leni or any other well suited candidate, why would they mislead the people??? That alone, is a sign of the lack of integrity among BBM supporters (including Marcos and his cohorts). Shame on you guys…",0,bongbong
590,"If u cant take it, just talk to God he can help u, this is just a part of his challenge! LIKE BBM GOD IS CHALLENGING BBM. SO I THINK BBM IS ALMOST PASSED, WE ALL CAN DO THE CHALLENGE. #BBMIsMyPresident2022 #AngatBuhayLahat #BBMForPresident #BBMSARAH2022 #UniTeamBBMSARA",0,bongbong
690,"I’m not voting for Leni Robredo, but attacking her daughter by spreading malicious and obscene videos, regardless if it’s true or not is just beyond evil!! STOP IT!!   #BBMIsMyPresident2022 #BBMSaraUNITEAM #BBMSARA2022 #VotePH #Elections2022",0,bongbong
999,Leni Robredo is a woman of her own while Bongbong Marcos Jr is just a plain family puppet.,0,bongbong
872,"The Marcos family robbed the Filipinos the right to choose leaders during martial law, in addition to robbing the national treasury for all sorts of shit.  Fuck you Marcos #DisqualifyMarcos #ProtectPhFromMarcosJr",0,bongbong
190,"In the matter of the presidency, I'd just like to say that if it's in God's plan for @bongbongmarcos to be our next president.May you be one of the best this country has ever had and I wish you well and success . #BBMIsMyPresident2022 #BBMForPresident #UniteamBBMSara2022",1,bongbong
658,The kind of people that Duterte and Bongbong attracts. I hope he goes to jail. @lawyersforleni,0,bongbong
416,"Exactly what they keep on doing to his Family since 1980s but here he is. So humble and no sign of hatred and revenge. A true Leader to whom I can entrust my kids, grand kids and future grand kids. #BBMSigawNgBayan",1,bongbong
978,awarded the nobel peace prize to maria ressa. while the late dictator  fMarcos regime was recognized by guinness world of records as the biggest government robbery back then.  2022 let's reject the son of the dictator marcos regime. #NoToMarcosDuterte2022,0,bongbong
52,Next month will be our national election.. I just can't contain my favorite presidential and vice presidential candidates. #BBMSARA2022,1,bongbong
789,"You can buy a diploma to fake your academic achievement. You can buy the COMELEC to fake your moral qualifications. You can buy a survey to fake your popularity. But you can never buy a live debate to fake your competence, intelligence and integrity! #NoToMarcos #KayLeniNaTayo",0,bongbong
866,"For the days leading up to the May 9 elections, the Collegian will bring back articles from its archives exposing truth about the Marcos regime's abuses.  #NoToMarcosDuterte2022 #NeverForget",0,bongbong
712,"DISQUALIFY MARCOS, STAND WITH GUANZON!  #DisqualifyMarcos #StandWithGuanzon #NoToMarcos2022",0,bongbong
221,"You are right Mr.future President Bongbong Marcos Jr, when you are set to become the president even the weather is conducive. Not only heaven is with you but also the majority of the Filipino people.",1,bongbong
94,"If we choose to be a good leader, First we should know how to be a peace maker. For me,Unity and Solidarity are the best common tools for the country. And always remember this.  TOGETHER WE STAND, DIVIDED WE FALL.  Goodnight people !!! GOD BLESS US ALL.  #BBMSARA2022 #UniTeam",1,bongbong
279,"Love and support you always my Future President @bongbongmarcos, just look at your back madami kami  #BBM #BBMIsMyPresident2022",1,bongbong
762,"FB or Twitter, Marcos-Duterte fake accounts that spread fake news don't become real votes. They haven't learned their lesson from 2016. Leni will win again, with Kiko. #NoToMarcosDuterte2022 #LetLeniLead #LetLeniLead2022 #LeniKiko2022 #OUSTDUTERTE",0,bongbong
337,#BBMIsMyPresident2022 #BBMIsMyPresident2022 #BBMIsMyPresident2022 #BBMIsMyPresident2022 #BBMIsMyPresident2022 #BBMIsMyPresident2022  HE IS MY PRESIDENT THIS COMING ELECTION AND I AM PROUD I WILL VOTE HIM,1,bongbong
249,"Bongbong Marcos is MY ONLY CHOICE to succeed President Duterte on June 30, 2022.  #7BongbongMarcos #4SaraDuterte #Halalan2022  #BBMSara2022 #UniTeamBBMSara  #MahalinNatinAngPilipinas #BangonBayanMuli",1,bongbong
743,"Bongbong, people will never sing for you with this much joy. That's what you get for being a lying, stealing cheater. Also belat kay Toni.",0,bongbong
1077,"Japanese-Filipinos, mixed-Filipinos, even Japanese people, are sure that Marcos and Duterte are proven liars. Vote them out at 2022 for Asian economic recovery. #DUTERTEMANYAK #DUTERTERAPIST #DUTERTEYAKUZA #OUSTDUTERTE #NoToMarcosDuterte2022 #LetLeniLead2022",0,bongbong
280,I knew from the start you will be a genuine and compassionate leader #BBMIsMyPresident2022 #BBMSARA2022,1,bongbong
163,"Many people have tried to bring him down and have said negative things about him and his past, but it hasn't changed how much I admire him.   #BBMSARA2022  #BBMIsMyPresident2022  #UniteamBBMSara2022",1,bongbong
940,"The Trolls have sold dignity, at the expense of their children’s future. Filipinos are smarter now, &amp; can discern the fake frm the truth. We decide We choose the True Leader #LeniPagAsaNgBayan #LetLeniLead  #FightFakeNews #NoToMarcosDuterte",0,bongbong
735,"he can't even appear now, what more in the future? no one wants a leader like him   #DisqualifyBBM #DisqualifyMarcos""",0,bongbong
66,"Now I understand, why some of adults support to Marcos jr. it because of their love to former President Ferdinand Marcos and that love was as gratitude for previous years that they had a comfortable livelihood #BBMSARA2022",1,bongbong
1047,"#NoToMarcosDuterte2022 because they are a representation of corruption, dishonesty &amp; political dynasty. No more TRAPOS in 2022. #factsonly",0,bongbong
906,A good one to read and ponder on. The COMELEC must consider the disqualification of former senator Bongbong Marcos' COC.  Him being a presidential aspirant is a big slap on our faces. Let us put an end in electing these kinds of people in the government.  #NeverAgain #NoToMarcos,0,bongbong
293,It always get goosebumps seeing BBM and Sara's supporters united and overflowing in joy.  I can't wait but seeing these 2 together working for our nation's glory.   #BBMIsMyPresident2022   #BagongLipunan #BBMFORPRESIDENT2022  #BBM #bbmsara,1,bongbong
606,It feels absurd because BongBong is absurd but stupid first. #BBMIsMyPresident2022 #NoToMarcosDuterte2022,0,bongbong
662,"i hope at the very least, everyone agrees that 1. VP Leni Robredo is cool and smart and 2. Bongbong Marcos is an uncool spoiled brat who had everything handed to him including his fake diploma",0,bongbong
879,"To anyone, my followers/Facebook friends sharing this alleged scandal that they're making for the Robredo sisters, will be reported/we will mass report it.  The Unithieves are playing so dirty and desperate. #NoToMarcosDuterte2022 #ProtecttheRobredos #NeverForget #NeverAgain",0,bongbong
929,The fact that 3 petitions were filed to disqualify Bongbong Marcos from the 2022 elections is a huge indication of how unfit he is to rule a country.  #DisqualifyMarcosJr  #MarcosHindiBayani,0,bongbong
25,Red is a stands for #BBMismyPresident #BBMSARA2022,1,bongbong
649,"I'm not voting Bongbong just because he is a Marcos. I'm giving him benefit of the doubt na hindi na sila mangungurakot. Me, choosing Leni as my presidential candidate is because of what she did to Filipinos.",0,bongbong
124,"@bongbongmarcos Godbless our future President, we love you from HongKong! excited much for this Sunday meet and greet #BBM supporter here in HK... #BBMFORPRESIDENT2022 #ProtectMarcosJr #BBMSigawNgBayan #BBMIsMyPresident2022 Mabuhay Pilipinas",1,bongbong
102,let claim it BBM wil surpass this storm we got his back we will not let evil forces win !!!   #MyVoteIsForMarcosOnly #MarcosSaraOnly,1,bongbong
732,Let’s expect more propaganda from the camp of the son of the late dictator Bongbong Marcos and his cronies. They are scared of the fact that Leni supporters are not convertible.  All they have is the illusion of solidarity.,0,bongbong
755,"Yes, I've seen Local news tv today. And I've seen How Bongbong Marcos lied to the Public. We all know the dark history of Marcos Ill-gotten wealths and Foreign Offshore Banking, corruption,thief's,lies,human rights abuses, other if Marcos Family rules PH for how many years",0,bongbong
681,"‘He has done nothing as governor, he has done nothing as congressman, he has done nothing as senator. So why we should vote for him?’   HWHAHAHAHAHAHAH TRUEE #BBM #Marcos #BBMSARA2022 #LeniRobredo #LeniRobredoforPresident #LeniRobredo2022 #AngatBuhayLahat #LeniKikoAllTheWay",0,bongbong
978,A pathological liar shouldn't be allowed to run to any position in the government.  #DisqualifyMarcos,0,bongbong
972,The Marcos family are criminal shitstains on the history of the Philippines. They belong together with the Dutertes #DisqualifyMarcos #ProtectPhFromMarcosJr,0,bongbong
2,"If you vote for BBM-Sara, you will help farmers get back on their feet. This is finally their year to succeed and prosper.   #BBMSaraUNITEAM  RT to claim this.",1,bongbong
208,Voting for BBM but not voting for Sara puts BBM in danger so please vote for BBM AND SARA.   #UNiTeamBBMSARA  #BBMIsMyPresident2022,1,bongbong
154,"The man that never spoke ill against his opponents and other people that keeps degrading his family. The man who has vision for his beloved country. Lastly, the 17th President of the Philippines.    #LabanMarcosJr #ProtectMarcosJr  #BBMisMyPresident2022 #LetLeniLeave2022",1,bongbong
23,",I am a Content Creator and my President is @bongbongmarcos   #BBMForPresident #UniTeam #BBMSARA2022",1,bongbong
124,"Thanks for the reminder @BingCatRocks. Indeed, BBM said not to indulge in fights and dissensions.  Let us all stand United! #BBMSara2022 #UNiTeamBBMSARA #BBMSaraUNITEAM #BBMIsMyPresident2022 #UnitedWeStandDividedWeFall",1,bongbong
734,Bongbong without his surname is nothing,0,bongbong
981,"Marcos = fake diploma, has fake accounts that spam laugh reacts at FB and join online surveys for cheating, fake tax records Leni = two real college diplomas, fake accounts hate her, taxes become real services on the record for Philippines  #DisqualifyMarcos #LetLeniLead2022",0,bongbong
133,"Just found out that the people helping my father in his Therapy for stroke were BBM supporters, they also gave us canned goods and more. Thank you, Uniteam.  #BBMIsMyPresident2022 #Halalan2022 #BBM #Eleksyon2022 #UniTeam #uniteamburger",1,bongbong
158,"While others are busy politicking one another, this man indeed has more visions for our beloved Philippines, thus I'm giving my one vote to none other than BONGBONG MARCOS!    #ProtectMarcosJr  #BBMisMyPresident2022 #BBMSigawNgBayan   #LetLeniLeave2022",1,bongbong
94,"If u wanna know more about the Marcoses, and support BBM and his presidency, you should watch The Kingmaker!! #UniTeam2022 #BBMFORPRESIDENT2022 #SolidNorth #BBMSARA2022 #BBMparin",1,bongbong
180,"This shows how caring the Marcoses are to the people, because they are willing to take a step down for the safety of the Filipinos. So now that bbm is running for president, let us not waste our chance and vote him for president!  Ctto vid #BringBackMarcos  #BBMIsMyPresident2022",1,bongbong
703,"Marcos Jr.’s camp has no moral ascendancy to call out Vice President Leni Robredo on her supposed ‘deceit’ when Bongbong’s campaign thrives primarily because of disinformation, lies, and propaganda",0,bongbong
723,Marcos Jr. won’t get away with this. #DisqualifyMarcos @COMELEC,0,bongbong
151,"@bongbongmarcos Sir that is how the Filipinos show there love for you, and I call that the BBM effect.  You are in our prayers. God Bless you and your family always. ❤❤❤✌✌✌🇵🇭🇵🇭🇵🇭 #BBMSigawNgBayan #BBMIsMyPresident2022",1,bongbong
832,"Bongbong Marcos remains a certified tax evader, and should not, therefore, be allowed to run for public office. #DisqualifyBBM  #DisqualifyMarcosJr  #NeverAgain",0,bongbong
141,it's Nov 7 let tweet or post our picture wearing red to show our support for BBM #BringBackMarcos  #protectBBM #BBMIsMyPresident2022 ,1,bongbong
43,I will wear RED in this coming election day to show my support to #BBMSara2022.  Just saying,1,bongbong
701,"Not sure if this has sunk in among supporters of Marcos Jr, especially parents: that they’re feeding their children to the monsters that Bongbong represents. Their children should rebel against this. Parents don’t have the right to jeopardize their children’s lives and future.",0,bongbong
866,How can you let someone who can’t be honest about his academic records be elected as president of this country?! #DisqualifyMarcos,0,bongbong
685,"@CayongCiz @Ian_Carlo1997 Just wait for VP leni to become president. Let Philippines succeed and SOAR HIGH in the hands of the right people.  We do not need bbm. So let us vote for 11-ROBREDO, LENI. #SaGobyernongTapat #AngatBuhayLahat #LeniKiko2022",0,bongbong
765,"Filipinos deserve better, no to liars and thieves. Filipinos will choose a government that is transparent and compassionate #NoToMarcosDuterte2022  #LeniKiko2022 #AngatBuhayLahat",0,bongbong
911,"More than a generation since Dr. Johnny died, we are once again seeing another Marcos attempting to reclaim power. With his presidential run, Ferdinand “Bongbong” Jr. is inching closer than ever to take back Malacañang. #NoToMarcosDuterte2022",0,bongbong
242,"“I am optimistic because our biggest asset is the Filipino people.” — Ferdinand BongBong Marcos, Jr.  You never disappoint, Sir @bongbongmarcos ! Im glad I am part of this Uniteam.  #SMNITheDeepProbe  #SMNIDeepProbe",1,bongbong
