text,label
remember to educate your white friends about uncle tom #rnc2020,None
"@USER your entire existence is a farce. a lifestyle of profiting off the backs of others.

#trumpmeltdown #trumpisatraitor #trumphatesourtroops #voteblue #nepotism",Against
"#joebiden doesn’t have enough sense to pick his own vp. 🆘 the country should see this is a major red flag.  he will be president in name only. he will be a puppet jerked around by the violent, radical, leftist, socialist democrats. a disaster for america.  #godblessamerica",None
"i've all but lost half of my family due to ""differences"" of political opinion. on the bright side, i'm having a long-running conversation with a bright young colleague who lives in the bay area and for whom the lights are beginning to come on...

#alllivesmattter #trump2020",Favor
there she is there she is #demconvention,None
@USER you speak about anger and division and name calling?! really!? listen to anything you and the #democrat party say when it is something that disagrees with your view. you become ruthless demons and do anything you can to get your followers to attack them. #hypocrisy,Favor
"@USER bravo 👏🏼 👏🏼
time for everyone to get together behind #biden (not my first or second choice either) to defeat trump
#2020elections",Against
"@USER you just want to harvest their children.

#maga",Favor
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER finger crossed for you nekomi,although it would not be necessary you are going as an arrow through the test.
ohayou gozaimasu nekosan 😁🥶💙😁 HTTP",Against
the last word to beau😭❤😭❤😭 #dnc2020,None
it really is this simple #votebluetosaveamerica HTTP,Against
“we have buried the putrid corpse of liberty” – @USER #makeamericagreatagain,None
listening to #rnc2020 much fun! the likes no one has ever seen!,None
joe said he's sick of it. #demdebate,None
"@USER warning, warning, warning.

all you bernie bro's out there. 
phone call was placed by former pres. obama to pete. you all now how that went.

***scheme to stop bernie is full force. do not let this happen!!! if bernie earns it, then let him have the nomination! #2020elections",None
biden is going to create a million new republicans tonight,Favor
i dont agree with everything trump says and i hate that. because itd be so much easier to just vote trump and that be it. but i cant. i just dont like trump. :( but i dont like biden either. i like more things liberally then conservatively. ugh idk. this is really just stressing,Against
pray that the #gopconvention doesn't use gordon's speech in campaign literature. it is a damming indictment against the democrats in terms of the democratic-led states allowing looters to burn down their cities.,Favor
when it comes to voting for president of the united states you are voting for policy over personality. you are not voting for who you think you would be friends with. you may not like trump but his policy blows away joe biden’s and that is far more important #debates2020,Favor
"today’s #democraticconvention is pretty awesome so far, and gives me hope. praying we can possibly piece back the destruction caused by trump and his administration these past 3+ years. goodness and common sense still exists. #votebluetosaveamerica #voteblue #bidenharris2020",Against
"@USER @USER #china  is creating problems for whole world and blaming others,
crisis world is facing today due to #ccp_is_terrorist #chinesevirus 
#chinathrownout is curse to world
#usa 
#chinavirus 
#joebiden 
#freehongkong 
#germany 
#japan",None
"its official, biden picks kamala harris for vp.
#trump2020",None
once again @USER speaks truth clearly and succinctly never get tired of rudy and the great @USER  both speak to the heart of the matter! #americafirst #4moreyears,Favor
"@USER @USER problem with biden is that, even though trump and gop are prime targets to get bashed constantly for corruption, he can’t say anything for fear of clapback against hunter. nevertheless,  #votebluetosaveamerica",Against
i am ready to see some #debates !,None
"@USER if donald trump was as ""out of touch"" as speaker pelosi and vice president biden, 205,942 americans would not have died of #covid19.",Against
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER get smart
watch now
tttt tt
why?
819
99w
18
r pirate
9
#qanon",None
@USER lewis was a closet #maga   gangsta. HTTP,None
frank ocean encourages fans to vote trump out of office HTTP,Against
"today the ignorance &amp; racism of the #complicitcorruptgop is on full display:
they are sick
#votethemallout2020
#votebluetosaveamerica
#votebluetoendthisnightmare

these are not patriotic americans
they are #whiteprivilege #fakechristians
@USER
@USER
@USER HTTP",Against
@USER @USER come up with something new. this is so yesterday. it’s no longer cute. #biden2020,Against
is it me or is sen sanders coming off as a bit harsh and argumentative? #democraticdebates,None
herschel walker nails it again. “we will not solve anything with a closed fist.” #makeamericagreatagain,Favor
ready for the rnc! #rnc2020 #rncconvention,None
"""former director of national intelligence dan coats took seriously the possibility that trump was “in putin’s pocket” and “suspected the worst” of the president. trump, coats reportedly told mattis, “doesn’t know the difference between the truth and a lie.""#maga #trumpisatraitor",Against
i cannot believe the options are either biden or trump. what a nightmare 💀,None
"i liked #warren, but idc who he picked #biden2020 always had my vote! 45 must go and that's not up for debate. next subject please. there is no need for a drag session.  he chose who he chose.",Against
@USER @USER @USER it means that the good people in maine need to elect @USER &amp; side step sue into retirement. #voteblue maine 🦞🇺🇸,Against
@USER he’s a child rapist always feeling on kids! always in pictures next to kids... do your research please wake up!!  im here with trump! #makeamericagreatagain,Favor
"the reason you hate @USER is because he's rude.  statistically speaking, it isn't any of his policies. the very crisis we are all living through just proves how what he's saying is objectively true, but y'all won't vote for him, because??? #demdebate HTTP",None
".@USER is desperate and swinging for the fences

the crowd is loving the jabs at bloomberg 

#yangisthefuture #demdebate
#demdebate9",None
"@USER @USER @USER dear @USER , shall we count how many people have resigned from your administration? some even wrote books about working amongst your corruption. they couldnt stand working for you! thank you @USER 💙💙💙#biden2020",Against
@USER @USER hard to defend trump even for @USER .. ok just pretend ur mad at the classy man we all wish was the president,Against
"@USER @USER @USER @USER @USER @USER @USER @USER @USER great list. every resistance voice matters.  please follow or follow me back.  #blm #voteblue #maskup btw, in order to keep my followers and following numbers balanced i give people a week to follow back. i want a conversation with other resisters not numbers",Against
"""if the democrats had their way, they would keep you locked in your house until you become dependent on the government for everything. that sounds a lot like communist china to me,"" warns sen. marsha blackburn, despite a pandemic that has claimed over 180,000 lives. #rnc2020",None
back during the caucuses i voted for biden. not sure he was even my favorite candidate. i think butigieg would've made a better candidate. he would have been a better debater. but i supported biden because i thought he was the best chance to beat trump.,Against
"@USER .@USER @USER we need change to bring improvement to kentucky.  6 terms =36yrs and still nothing for us as he lines his pockets...#voteoutthegop #votebluetosaveamerica 

vote #amymacgrathky HTTP",Against
#votered #democrat mayors are betraying law-abiding citizens by siding with rioters and the mob HTTP,Favor
@USER the best firefighters in the world! thank u! 🗽🎊❤️💪🌱🗳🎓🤗#gotv #climatecrisis #ocfa #voteblue2020,Against
"must watch!
new! spotlight edition!

the patriot hub collection
in pursuit of truth @USER 
9/5/2020 no.14

real news!
database videos! links!
#amd09ipot #kag #potus #17plusbestof9520

HTTP",Favor
"#dnc?

more like #snl.",None
"let's not forget:  the schiff-pelosi induced pandemic panic will cost 22 million lives when it could have been a few thousand...the math here:  
HTTP
#maga #americafirst  blame schiff/pelosi..investigate them",None
trump’s 'full and complete' health plan promise joins a long list of unkept vows #votebluenomatterwho #voteblue2020 #teamjoe #biden2020  HTTP,Against
@USER @USER enjoy the present....cause the future is gonna suck for the left and the socialists. #trump2020 #votered2020,Favor
"and my dear sweet grand dad. #bernie i miss him dearly because he is a shell of himself and endorsing #biden2020 must hurt his progressive soul. 

just done vote guys it’s never going to be 2004 again and that’s where joe left his brain.",None
@USER rise up #patriots! we can no longer sit by and be silent. this is our america. let’s show these marxist and antifa thugs what “woke” really means! #trump2020 #thiswewilldefend 🇺🇸❤️,Favor
"@USER oh, i hope he does because obama/biden aced that compared to the catastrophe trump created.",Against
in our face adrenochrome harvesting.  the maze runner: the death cure (2018). these people are sick.  #lookintoit #illuminati #hollywoodsickos #wwg1wga #qanon HTTP,None
"yeesss, everything is on sale! tees $13 

""palpatine 2020 - make the galaxy great again""  HTTP

#tee #tshirt #hoodies #mask #facemask
#palpatine #thedeadspeak #emperor #starwars #sith #riseofskywalker #theriseofskywalker #trump2020 #trump #dumptrump #parody HTTP",Against
"🤣 mil aides coming forward... aft what happened 2 ltc vindman
👏 sen. d.
#maga #maga2020 #maga2020landslide #kag2020landslidevictory #kag2020 #kag2020trumpvictory #kag 
sen. tammy duckworth 'appalled' by trump's reported comments denigrating fallen troops
HTTP",Favor
@USER weird how i don’t believe the story your telling. almost sounds like your veering towards conspiracy there bob! #trump2020 #livewithit,Favor
revealed: trump campaign strategy to deter millions of black americans from voting in 2016 HTTP,Against
"@USER @USER @USER @USER your hate for trump, blinds you to the truth. it is not he, who is blatantly corrupt, but his opposition. 

you will know in time. and we will forgive your ignorance. 

#enjoytheshow
#trump2020",Favor
the real kick back re universal healthcare for the us is that being a doctor and the money they demand will be regulated! #demdebate,None
".@USER can’t draw a crowd,at all! #laughingstock #sleepyjoebiden check out any @USER rally! #energy #freeland #freelandmichigan #trump2020landslide #trump2020 #jobs #stockmarket #liberalismisamentaldisorder",Favor
"@USER nope...its trump himself!!  🧐
he wants everyone to look into how these tax laws got passed...and who was in office for the last 47 yrs while these were in effect?  that'd be biden letting the rich get off!😜
trump = anonymous source.😆😆 HTTP",Favor
"@USER @USER yeah, if you vote for trump.",None
@USER 10$ and i vote for biden @ pineapplehead #venmo @USER #fucktrump,Against
"the reason we are “loud and proud” is because one day we may very well be silenced. 

#fightforfreedom #usa #fridaymorning #patriot #trump #womenfortrump #maga 🇺🇸",Favor
thank you #nysutvotes2020 for makng calls tonite for #bidenharris2020 thanks ⁦@USER⁩ for joining us.... and talking about the stakes in pa... HTTP,Against
"@USER unless each and every one of these attendees received an immediate-result #covid19 test seconds prior to encountering meadows, he is now a potential #gop super spreader. will he self quarantine for 14 days or instead place his boss, white house staff and supporters at risk?",None
we need to know biden and trump’s plan to tackle the climate crisis! chris wallace needs to #askaboutclimate tonight.,None
"witnessing the proud, diverse and optimistic individuals across the us nominating joe biden in the roll call vote is so inspiring! #biden2020 #bidenharris2020",Against
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you for the mention great patriot!!! ❤️👊🏼🇺🇸🦅@USER its ‘past’due time, ‘we the people’ take back our country from this sinister left!!! 🤬💪🏼🙏🏼🎚❤️💪🏼🗽🦅🇺🇸 #armyfortrump #unitedwestand #dividedwefall #votered2saveamerica #kag2020 #wwg1wga 🇺🇸🦅 HTTP",Favor
i wish @USER were more like lincoln or kennedy. bruh. go see a movie or go for a drive. clear your head. #maga,Favor
"wait i leave twitter for an hour and now i see @USER has been acquired by #qanon according to @USER 

2020 is wild",None
@USER i like this sign much better : at my nieces elementary school in missouri 🇺🇸 #alllivesmattter #equalityforall #trump2020 #trumplandslide2020 #trumplandslidevictory2020 #2ndamendment #teachersforsafety￼ HTTP,Favor
@USER this is the real trump.,None
"#demconvention 

ok, we are now touching on mass unemployment. 

why the resistance to designating the unemployed as an eeoc protected class? *many* employers discriminate against those with a gap in their employment history. 

let's end this practice.",None
"@USER @USER i agree &amp; have believed that since 2016, &amp; re' the lies about mail ballots it's offensive. alot of hard work, redundancy &amp; verification goes into the certification of mail ballots, both upon request &amp; when received. i know, i supervised the redundant process for 15 yrs

#voteblue",Against
"oh bless her heart.  she asking biden for a pardon.
#trump2020 #vote2020 #trumptaxes HTTP",Favor
keep your eyes on the elections prize and vote out the bastard @USER and his bastards republicans on november3rd . #voteblue #voteforbiden2020,Against
@USER why is he a racist? #trump2020 #debates2020,Against
"“the current president has cloaked america in darkness for far too long. too much anger, too much fear, too much division,"" the former vice president said. ""we can and will overcome this season of darkness.""

#bidenharris2020 #demconvention2020 #joebiden #msnbc",Against
@USER you are supposedly the president!   you knew!  pence knew!  mcconnell knew!  you killed americans!!!  #trumptapes #trumpknew #mitchknew #penceknew #votebluetosaveamerica HTTP,Against
"god gives you the power to get wealth...
deuteronmy 8:18
you just need to use it... 
#wisdom #motivation #success #wealth #democraticdebate
#saturdaymotivation #saturdaymorning #inspiration #inspirationalquotes #hope",None
@USER @USER i thought he meant the tape of #joebiden calling troops #stupidbastards,None
@USER @USER @USER @USER you are a brainwashed idiot! #trump2020 HTTP,Favor
"not sure #donaldtrump, #foxnews and his other friends have cottoned on to #joebiden or #bidenharris smart strategy for #election2020

they've realized it's better to just keep quiet, as everytime #trump opens his mouth, he loses votes outside of his base
HTTP",Against
@USER trump is going to smash his dick in tn,None
"#dnc #hannity #foxnews #cnn #msnbc hey joe, how many mom &amp; pop businesses will the rioting thugs destroy?",None
@USER @USER wow! your stupidity made you trend on twitter for alittle while. congrats on being somewhat relevant for the first time in over 25 years. #resisttrump #biden2020,Against
"@USER it’s not very hard to appear more capable and ready than trump, luckily! he’ll make a clown of himself/rant on twitter after anyway 😑",Against
joe biden started the debate by coughing into his hand onto a pen. #democraticdebate,None
"f.d.a. ‘grossly misrepresented’ blood plasma data, scientists say HTTP",Against
"omg biden coughed within two seconds of speaking during a cornoavirus question 
#democraticdebate #coronapocolypse",None
"@USER thank you mr. president for taking the manufacturing of medicines away from china. this should never have happened in the first place. #maga, #godwins, #trump2020",Favor
"@USER wasn't that your promise 4 years ago? wtf? you had a republican house and senate for two years, yet you accomplished nothing. we will make america great again by voting for joe biden #resigntrump  #racistinchief  #treasonoustraitortrump  #trumpisacompletefailure  #biden2020",Against
"it's nice to be able to hide behind a twitter profile. but donald trump is the president, not a scared 15 year old with severe identity issues. vote him out. #biden2020",Against
@USER your quote about donald trump not being able to step foot in new york is despicable #trump2020,Favor
is biden high? #trump2020 #presidentialdebate2020,Favor
"i want joe biden to denounce planned parenthood and confirm its a black genocide.

#trump2020 #blacksfortrump #debates2020",Favor
"the ads on this debate are fucking cancerous. #outlawads now.

#democraticdebate #demdebate",None
#demdebate starting hopefully there’s no mention of the #warren2020 drama,None
"@USER @USER his phone number is 503-823-4120.  call his office and leave a message.  this has to end!  portland is destroying lives, communities, basic civil rights all to let the angry mobsters kill, destroy and terrorize.  #walkaway #trump2020",Favor
"thank you, #joebiden ! you are doing an amazing job standing up to this sham of a president. thank you!!!!",Against
"#rt @USER: rt @USER: #demdebate moderator: what will you do about child poverty?

elect @USER should be the answer because...

almost 650,000 children raised by single moms have risen out of poverty under his leadership!",Favor
"""a clear sign this guy is not confident in his chances of winning🤣🤣🤣 #vote2020 @USER  @USER #joebiden
@USER @USER HTTP",None
remember that foreign leaders and policy makers have to talk to trump... this is how he acts. disgusting #debates2020,Against
"@USER you bet your russian asset they did. 

#gop ""skinny bill""
-3-7b 
-no $1200 stimulus checks
-cuts add'l unemployment benefits from $600 to $300
-cuts #usps aid from 25b to 10b

it wasn't a relief bill for americans.  it was a re-election gambit for at-risk senate republicans. 😒 HTTP",Against
"@USER girlfriend your only allowed @ ptown keep your 
#maga there where belongs
#maga = more against ""gay""  americans 
great 4u keep 💋 up to little donny u stupid 💩",Against
not surprised that joe biden couldn't name one law enforcement agency that supports him. it was like crickets when president trump asked him #backtheblue #wednesdaymorning #debates2020 #trump2020 #maga #liberalismisamentaldisorder #policelivesmatter #trump #bidenharris2020,Against
which ever news organization is hosting the next debates - please turn off trumps mic when it's not his turn!#debates2020,Against
"i’d rather continue fighting against biden, once elected, to move this country toward more progressive policies than trump, while we continue to form a new people’s party. (3) #medicareforall #greennewdeal #socialjustice #defundthepolice #blm #economicjustice #peoplesparty #dnc",None
@USER @USER fellow patriots i’ve been trying to get to 200 followers. i will follow back! thanks! #maga,Favor
@USER good sign! #voteblue HTTP,Against
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER rocky 4* not 3. rocky 3 was when rocky was up against mr. t. HTTP,None
please help support our patriotic project. please visit our gofundme page and share or retweet! thank you. #patriotsunited #maga2020 #trump2020 #voteredtosaveamerica2020 HTTP,Favor
i kind of respect that buttigieg is able to use such dense diction to say absolutely nothing of substance whatsoever. quite academic. quite pathetic. #demconvention,None
"@USER @USER @USER thank you president trump!!!
best president ever!!!
#trump2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",Favor
trump lies. trump manipulates. trump is a con artist. #debate2020 #debatetuesday,Against
"@USER @USER you know who he is.
you knew who he was when u said he acts in ways we teach kindergarteners not to.
but u believe ur political fortunes r tied to his base so u sell your morals for power.
you are as bad as him.
#complicitgop 
#votebluenomatterwho",Against
"so many people have died from alcohol poisoning already, and we’re only halfway in.

#demdebate #democraticdebate  HTTP",None
@USER @USER - i follow all back #trump2020,Favor
"there really is no election they probably should put on the ballet 1. hate @USER 2. line trump 
 @USER #trump2020 #covid19 #warroompandemic #blm #backtheblue #walkaway #screenwriting @USER",None
"@USER @USER yes wallace was biased, leaned towards biden. asked questions putting trump on defensive. he did not shut down bidens lies. 

trump went right into their trap attacking....trump has a long list of accomplishments. instead of attacking...stay on his list...biden has no list !!!",Against
"@USER dr. fauci, don't let them stress you! only about 100 days or so 'til #2020elections. keep #speakingtruth! #istandwithfauci HTTP",None
"@USER i mean, imo, you must first get a 'rotten tomatoes' equivalent for your field of work .. for converting a potus' ability to network, negotiate &amp; rebalance into, in your words, ""clandestine &amp; collusion"".  america &amp; prez trump deserve better than that, trust me.

#trump2020",Favor
"@USER please , please pay an artist to make either a sequence of slides or animation that shows all of those historical figures in that painting dragging trump out of the office &amp; tossing him out of the usa. #sundayvibes #americasgreatestmistake #biden2020 #finishtheart HTTP",Against
"isn’t that cute, you got to “achieve your own american dream” while your husband fights to deny immigrants that right every single day. #rnc2020",Against
hey @USER ... #fucktrump (again),Against
"@USER @USER he has every right to say that!

so it is ok for riots to go out and riot but they can not go to a booth.

mail in has to much fraud!

also only thing terrifying is you talk so much bolloxs!

#draintheswamp 
#billclintonsapedo 
#pedowoodexposed HTTP",None
biden wouldnt meet w north korea despite he and kim jong un having so much in common- hiding in the legacy of previous rulers #democraticdebate,Favor
breaking:  the fireworks display at the #dnc were donated by the antifa portland chapter. #maga2020,None
"@USER @USER joe biden has earned the vote of every progressive.

bernie confirmed he'll be the most progressive president since fdr.

#votebluenomatterwho to dump trump. #notmeus",Against
"@USER as if we will ever forget...palestine is not only on our minds, its in our blood hart and soul, how are they going to erase that ?

#fuckisrael 
#fucktrump 
#fuckicc",Against
just cancel the rest of the #debates they're a complete waste of time. trump is just standing around trying to present himself as a strongman and he's just looking like a fool. yelling and screaming like a child.,Against
not to intune with what’s going on with the polls ( sense a lot are very inaccurate) i was wondering if someone would help me understand some battleground states and states that may flip. @USER @USER are the accounts that i’ve been watching. #trump2020 #maga #kag,Favor
"@USER if he's falling apart after 90 minutes at debate, how is he going to stay together for long days in the white house, day-in and day-out for 4 years?  joe biden's health is not up to the task of potus.

#demdebate2020 #demdebate",None
@USER @USER @USER rasmussen is a small red bubble... enjoy! #tre45on #votebluetosaveamerica #usveteransvstrump,Against
it’s about to get dirty tonight!#demdebate #democraticdebate 🤩 HTTP,None
tom steyer owns one tie #demdebate,None
that look when you realize you blew $350 million for nothing #demdebate #bloomberg HTTP,None
"scott atlas is not going to help the president regain the trust of the american people in terms of the pandemic. if trump loses, elevating the voice of dr.atlas will be one of the reasons why🤷🏾‍♂️",None
"@USER @USER @USER @USER #globalist  and never #americafirst
he, along with #biden, pelosi, and kerry are deep in  #ukrainegate scandal.
#crooksliarsandthieves.
romney is part of the reason #wethepeople hired #trump to #draintheswamp 
#trump2020 HTTP",Favor
"@USER great job andy. (as always)
#journalist 
#realnews 
#trump2020 
#antifadomesticterrorists",Favor
i don't know. pete might want to sleep with one eye open tonight. #demdebate,None
"@USER @USER #repost @USER @USER.ins
---
these beauties are back in our inventory 🇺🇲

#trump #trump2020 #godblessamerica🇺🇸 #wednesday #maga #maga2020 #madeintheusa🇺🇸 #presidentialelection #hatclip 

you can tap on the picture to purchase HTTP",Favor
"awesome. glory! thank you, @USER and @USER for that powerful heart-filling song. #dnc2020",None
"if i hear one more person say that “even on america’s worst day, we are still the strongest country.” what the hell kind of reverse psychotic nonsense! #rnc2020 #gopconvention #dncconvention #blacklivesmatter",Against
@USER @USER trump tried to get money from that russian mayor he keeps talking about..it was said on fox after debate,None
"what’s going on at the #dnc2020 today? tony bettack joins the show from inside the convention hall. also, the son of the president, @USER joins @USER &amp; @USER at 4:50 on wisconsin’s afternoon news, right after bucks basketball on wtmj! HTTP",None
@USER #donaldtrump with buddy #harveyweinstein HTTP,None
@USER @USER more democrat b/s. wakeup! #trump2020,Favor
"#trump2020 idk whats worst, liberals in nicaragua or the usa 
#freespeech #socialismkills",Favor
"@USER @USER if i only have 62 cents in my couch, i'm richer than trump. i don't owe anyone. he's negative 451 million.",Against
gov. michelle lujan grisham: ‘we have the chance this november to end two existential crises — the trump presidency and the environmental annihilation he represents’ #demconvention HTTP,Against
@USER #kanyeconjob trump just thinks african americans are going to automatically vote for kanye 🙄 he certainly doesn't give them much credit does he?? don't fall for it he's trying to split the vote between kanye and biden.  #votetrumpout #voteblue2020 #gojoe,Against
@USER @USER do #republican voters not sell &amp; buy on @USER? #goptaxcuts oct 2019 you raised taxes on my small business. not a democrat in sight. you own this. i’m still pissed. small gov low taxes fiscal conservative my a** #gopconvention #gopconvention2020 #goptx,None
"the conflation of wh symbolism with the current administration is not a signal of, nor a nod toward fascism. it is fascism. this is what we fought against in wwii...i say this without partisan politics in mind. but if america thinks its bad now, buckle up! #rnc2020",Against
@USER i'm not american but i always think buchanan gets that title but trump is a shocker but then is he really entitled to be thought of as a president? he's really just the squatter in the white house.,Against
@USER @USER @USER @USER @USER @USER @USER @USER @USER none of the #gop clowns have any class and by association none of the people in attendance do either.  all suckers and losers!,Against
"@USER ""c'mon man the thing is well you know what it is! in a sea of what's happening now with the birds and crackheads. are you a junkie!? i'm tired. where am i again?""  
ok it's not verbatim but you get the idea #joebiden should be relaxing in his comfy chair😥
#trump2020landslide 🇺🇸",Favor
"bernie’s face is tomato red, shocker he doesn’t want anyone to know his blood pressure #demdebate",None
"watching the presidential debate is making my head hurt. it's like one big wrinkled up orange baby won't stop  crying over two adults trying to talk politics.
#presidentialdebate2020 #theginmagaisgodawful #trumpisabigorangebaby #noyouretheliar",Against
#joebiden ... we won’t rely on china for ppps .... after you and obama you made zero changes ...,None
the only upside to tonight i see is that it'll fuel a good snl skit or two #demdebate,None
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i got you anthony!  let’s do this!!  #biden2020,Against
#debate. trump was honest and sweet for him.  joe lost left. no green deal no universal health and no defund police. he said i’m not for any of those.  so just vote trump is the result,Favor
"@USER trump has his downfalls, we all do, but at the end of the day he is taking action for all americans. 
#maga
#trump2020 
#whatdoesbidenreallydofortheamericanpeople HTTP",Favor
man does mayopete love means testing. keep those poors in their place! #demdebate,None
@USER texas will never be blue. #votered #trump2020,Favor
"@USER it's extremist neoliberalism [neofascism] rejecting democratic principles for servility to, and enablement of, the oligopoly's avaricious accumulation of public &amp; national wealth in private hands while denying government services or serving the welfare of the people #gop #tories",None
this is so much fun watching these cannibals eat each other up. name calling and put downs. they are all awful! #demdebate,None
clearly the budget for this was close to $0 #rnc2020,None
"#2020elections #trumpcoronavirustestfailure

cuomo to trump

first of all if he is sitting at home watching tv, maybe he should get up and go to work

how many times do you want me to say “thank you”?

i’m saying thank you for doing your job

this was your role as president. ok!",Against
"biden was the real man last night. the bigger man. the man who could debate with words, facts and policy positions, not professional wrestling theatrics. #bidenwon #presidentialdebate #bidenwonthedebate",Against
people who would hand trump a second term by not voting biden and effectively killing progressive agendas for the next lifetime are the very definition of cutting off a nose to spite its face. #2020election #bluewave #biden2020,Against
"@USER 😩
yes, many issues with greed in capitalistic economy. 
must improve! 
more accountability, more laws to protect workers, reduce power of conglomerate corporations etc...
not necessarily throw out capitalism entirely. 
#votebluetosaveamerica",Against
hey biden.. which one is it?? #debate #trump #trump2020 HTTP,Favor
if you’re army and a trump supporter please stfu you’re embarrassing us ✨,Against
"""this was a disaster for #bloomberg...his answer on women was terrible... he got completely destroyed on the nda question...his answer on stop-and-frisk was as bad as it could possibly be, and then he basically lied [on] redlining"" - @USER  #demdebate HTTP",None
"@USER @USER i think @USER is looking in the wrong place for comrades. the russians are working for the #trump campaign, with full knowledge of the #gop . our intelligence community has said so.",Against
"@USER after your dancing libtard routine on the five you should be embarrassed by your ignorance! is there anyway to quantify your stupidity with being a libtard, lefty liberal, trump hating anti-american you are? is it being a libtard or is it brain damage? #trump2020",Favor
"vote #biden2020 because he won't have cops tear gas your mom, keep babies in cages at the border, or kill off your grandparents and school children for the economy.",Against
"@USER @USER how 'bout that news on @USER and his nasty sexual exploits between the pool boy and his wife.  you repugnants sicken me, @USER  #voteblue #votebluetosaveamerica",Against
"that darn nancy pelosi.....
#myhomemadememes #nancypelosi #politicalmemes #politicalmeme #trump2020 #trump #trumpmemes #meme #memes #lol #lmfao #lulz #lmao #funny #hilarious #haha #humor #humorous #havingfun #joke… HTTP",Favor
"@USER @USER @USER, you can still do the right thing.  continuing to bow to the crook in the wh is a sure end to your careers.  im done with the lot of you #votebluetosaveamerica",Against
