text,label
"my mom asked me who's senatorial bets so that she'll vote for me and my siblings  from bbm to leni, thank you lord!  #AngatBuhayLahat #Kakampink""",Favor
"Red heart, PINK soul   Full of hope  and love  Let's make their future better &amp; brighter! No one can darken the light that shines from within.  #LeniKiko2022  #LeniKikoAllTheWay  #AngatBuhayLahat  #LeniLiwanagSaDilim",Favor
"How ironic. Isko used to be part of the entertainment industry. But most of the influential actors, writers and directors endorse VP Leni instead of him. #LeniKiko2022  #SwitchToLeni  #LeniKikoAllTheWay  #AngatBuhayLahat",Favor
"I'm not registered voter but Leni Robredo deserve the highest position, President of the Philippines.  #LetLeniLead #AngatBuhayLahat",Favor
The Two international Queen has spoken!  Kylie Versoza and Precious Lara Quigaman-Alcaras says they will vote for VP Leni Robredo and Sen. Kiko Pangilinan in #Halalan2022 @KylieVerzosa @laraquigaman  #AngatBuhayLahat #KulayRosasAngBukas  #LeniKiko2022,Favor
"Yesterday’s House to House campaign for LENI-KIKO around Santa Mesa, Manila. Fulfilling day indeed.  #LeniKikoAllTheWay2022  #TaoSaTaoParaKayLeniKiko  #AngatBuhayLahat  #KulayRosasAngBukas",Favor
Support PHOENIX publishing house guys. They are openly supporting VP LENI and Sen. KIKO’s candidacy. #LeniKiko2022  #Halalan2022  #LeniKiko  #AngatBuhayLahat,Favor
My 2 years old daughter is solid LeniKiko #IpanloNa10ToParaSaLahat  #ZambalesIsPink  #AngatBuhayLahat  #LeniLiwanagSaDilim,Favor
"""From Isko to Leni. good morning #Kakampinks!  Tara na, #IpanaloNa10ParaSaLahat  #10RobredoForPresident #KikoAngManokKo #AngatBuhayLahat",Favor
I am forever grateful that I am one of millions of Filipino who stands with VP Leni and Sen.Kiko. Forever grateful that I stand with my country and the truth.   #10RobredoForPresident #AngatBuhayLahat #LetLeniKikoLead2022 #BataanIsPink #HindiIsusukoAngBataan,Favor
Solid LENI-KIKO....... no mix and match pls.......we need smooth and easy way for changes.......walang kontratista   #LeniKiko2022  #AngatBuhayLahat  #kikoforvicepresident2022,Favor
"If you are still looking for enough reasons to vote for Leni or if you know some who are still undecided, this might help.  #LeniwanagSaDilim #LeniKikoAllTheWay2022 #AngatBuhayLahat",Favor
"Be a hero, vote for #LeniKiko! #IpanaloNa10ParaSaLahat #TropangAngat #AngatBuhayLahat #PHVote #Halalan2022 #Eleksyon2022",Favor
Leni will win this election. This is not a prediction. It's a SPOILER. #AngatBuhayLahat,Favor
Solid LENI-KIKO po.......  NO mix and match pls....they are the perfect pair for change in our country......  #LeniKiko2022  #AngatBuhayLahat  #kikoforvicepresident2022,Favor
We believe that the Leni-Kiko brand of leadership will champion advocacies that are close to our hearts—a holistic #HealthForAll for every Filipino that seeks to fulfill every dimension of health.  #TumindigRoxasHall #AngatBuhayLahat,Favor
"convinced one of my project managers to vote for pink, he was a previous BBM then turned ISKO then turned PING and now LENI.   #10RobredoForPresident  #AngatBuhayLahat",Favor
"leni can steal your heart, but she will never steal your taxes  #LeniLiwanagSaDilim #10RobredoForPresident #AngatBuhayLahat",Favor
"Loooove how @catrionaelisa articulated her thoughts and decision making process in the upcoming elections.  Hope her undecided, and even those who already made their choices, will re-evaluate and consider voting for @lenirobredo  #AngatBuhayLahat  #IpanaloNa10ParaSaLahat",Favor
Grabe the fact that Pia has voted and Cat is voting for Leni-Kiko makes me so happy! This is exactly what you do when you are given a huge platform to advocate for what is right and good. #MissUniverseForLeni #AngatBuhayLahat,Favor
Nothing beats the sound of fragile masculinity being shattered into pieces by strong and competent women! #TaraNaKayLeni #LeniForPresident2022 #AngatBuhayLahat #KulayRosasAngBukas,Favor
"I wasn’t really Leni at the start of the campaign. I was actually torn between Lacson and Isko because I know them personally. After this presser, I feel so blessed to have been proven right to go with VPL. #AngatBuhayLahat  #10RobredoForPresident",Favor
From Marcos Apologist (2016) to Kakampwet. So proud of myself. #10RobredoForPresident #AngatBuhayLahat #LeniLiwanagSaDilim #LeniForPresident2022 #LeniKiko2022,Favor
All I can say is that my choice for president is the right choice. What these men did was to prove that she is the best choice we got this election. #AngatBuhayLahat,Favor
I’m seeing my FB friends go from Isko to Leni! #LetLeniLead #10RobredoForPresident #AngatBuhayLahat,Favor
sumilao farmers for leni #SumilaoFarmers #LeniKiko #AngatBuhayLahat,Favor
"thank u so much Isko for that press conference, you've just made some of my twitter friends who wants to vote for you switch to VP Leni  #KulayRosasAngBukas #AngatBuhayLahat",Favor
let’s make her (and kiko) number one  #AngatBuhayLahat #LeniKiko2022 #LiwanagSaDilim,Favor
A vote for #LeniKiko is a vote for the Philippines. #LeniKikoAllTheWay #10RobredoForPresident #7KikoPangilinanVicePresident #AbanteBabae #AngatBuhayLahat,Favor
Anyone but marcos   No one but LENI ROBREDO   #IpanaloNatinTo #LeniRobredo2022 #AngatBuhayLahat #LetLeniLead,Favor
Its not Leni!!!!  vote for Leni and Kiko then BE A HERO!!! #SwitchToLeni #10RobredoForPresident  #AngatBuhayLahat #KikoForVicePresident2022,Favor
Thank you Mayor @IskoMoreno  for the presscon. My mama literally said she will switch to VP Leni  #IpanloNa10To  #10RobredoForPresident  #AngatBuhayLahat  #LeniLiwanagSaDilim,Favor
The true frontrunner @lenirobredo  #LeniLiwanagSaDilim #KayLeniNaTayo #KayLeniTotoongUnity #LeniKikoAllTheWay #AngatBuhayLahat,Favor
"the passion.  the dedication.  the heart.  and all of the efforts for this campaign.  we are beside leni-kiko and we are full of hope. i hope when they win, there will be a change.  but for now, let’s all make a change.   #LeniKiko2022 #KulayRosasAngBukas #AngatBuhayLahat",Favor
"After being overseas for 22 years, my dad is going to vote for the FIRST TIME today!   For LENI and KIKO For our future For our country   #LeniLiwanagSaDilim #LeniKiko2022 #GobyernongTapat #AngatBuhayLahat",Favor
more effort from me needs to be done to campaign VP LENI ROBREDO and SEN KIKO PANGILINAN to win the PRESIDENTIAL and VICE PRESIDENTIAL. will give all my best!  #SwitchtoLeniKiko #AngatBuhayLahat #KulayRosasAngBukas,Favor
"@inquirerdotnet @DFernandezINQ Yes and more people will realize that VP Leni Robredo is the best man for the job. We, the Filipino voters believe and trust her. She walk the talk and definitely mas may “balls” sa inyo! #AngatBuhayLahat #LeniKikoAllTheWay",Favor
"I will vote a woman this coming May elections bc I was raised by strong women like VP @lenirobredo. Expect that when there's Leni, there will also be @kikopangilinan.  #KulayRosasAngBukas #LeniLiwanagSaDilim #LeniKikoAllTheWay  #AngatBuhayLahat #HelloPagkainGoodbyeGutom",Favor
Children loves VP Leni!  #LeniRobredo2022 #LeniRobredoForPresident #LabanLeni #DapatSiLeni #AngatBuhayLahat,Favor
"Six years ago today, as a first time voter.  Leni Robredo was my vice president. This time, she's my president. #LetLeniLead  #LeniKiko2022  #IpanaloNa10To  #AngatBuhayLahat  #KulayRosasAngBukas",Favor
"We will vote for one who values transparency, accountabilty and honesty in governance and most importantly, who pays taxes like everyone of us. LeniKiko for the win!!! #LeniKiko2022  #10RobredoForPresident  #7KikoPangilinanVicePresident  #AngatBuhayLahat  #TropangAngat",Favor
Leni is our President and we are one PINK happy family! #10RobredoForPresident #AngatBuhayLahat,Favor
This is why VP @lenirobredo is my President! May concrete and solid plans na agad against Climate Change. And her track record is proof that she'll be able to do this  #LeniRobredo2022 #LetLeniLead #AngatBuhayLahat #ClimateChange #LetTheEarthBreathe,Favor
My Pride and Joy to cast my vote for @lenirobredo and @kikopangilinan here in Macau.  #LeniKikoAllTheWay #LeniForPresident2022 #AngatBuhayLahat  #LeniRobredo2022,Favor
This how I support my candidates  Leni Robredo for President #KulayRosasAngBukas #AngatBuhayLahat,Favor
"If they think attacking Leni will weaken the momentum, they’re wrong.  #LeniKiko2022 #AngatBuhayLahat #HelloPagkainGoodbyeGutom #Halalan2022",Favor
"Everyone needs to watch this video. I have the same sentiment. I'm voting for the Philippines, especially for the youth, which is why I'm voting for VP Leni Robredo and Sen. Kiko Pangilinan.  #10RobredoForPresident #7KikoPangilinanVicePresident #AngatBuhayLahat #LeniKiko2022",Favor
Just showing my support to LENI-KIKO PINK MOVEMENT with my sibuyas -inspired kubo #kakampink #artforleni #sibuyas #angatbuhaylahat #leniko #LeniKiko2022 #LetLeniLead2022 #GobyernongTapatAngatBuhayLahat #artistsforleni,Favor
"I don’t think God will ever side with somebody using fake news, twisting facts, and using evil means to win an election.   #LetLeniLead2022 #LeniRobredo2022 #LeniKiko2022 #AngatBuhayLahat",Favor
It’s really LENI is the best choice The EVIL of DISINFORMATION has NO ROOM in GENUINE UNITY and DEMOCRACY of a COUNTRY! GOD BLESS the PHILIPPINES! #LeniKiko2022 #AngatBuhayLahat  #IpanaloNa10to#LeniNaPampanga #PampangaIsPink,Favor
Loud and Proud Youth for Leni all the way from Polomolok! #AngatBuhayLahat #SwitchToLeni #LeniKiko,Favor
Please please please let's have this beautiful lady as our next President! Someone we can finally be proud of to the world! #LENIKIKO2022 #AngatBuhayLahat #LeniRobredo2022,Favor
"proud of myself! social anxiety didn't overwhelm me and I enjoyed the rally! legit na ang pagbabago naga tuna saimo, so let's vote wisely and choose leni.  #AbanteMasbate #AsensoMasba10yo #MasbateIsPink  #AngatBuhayLahat",Favor
"I'm voting for the country, and I choose LENI to lead.  #LetLeniLead  #10RobredoForPresident  #AngatBuhayLahat  #KulayRosasAngBukas  #LeniKikoAllTheWay",Favor
"I'm just really happy that I had convinced my parents to vote for Pres. Leni.   For Sen. Kiko, don't worry I'll make them change their minds too. #KulayRosasAngBukas #AngatBuhayLahat  #LeniKiko2022",Favor
10 Reasons To Vote For Leni: A Thread  #LetLeniLead #AngatBuhayLahat,Favor
"There’s a lot of reasons to vote for Leni. Personally, I like how she inspires Filipinos to help each other. Only she can bring out our “Bayanihan” spirit.  #LeniRobredo2022  #KulayRosasAngBukas #AngatBuhayLahat",Favor
"While the other candidate is promising unity thru political powers, Leni Robredo is already uniting the country in so many different ways. Including this. #LeniRobredo2022  #LeniKiko2022  #AngTagumpayAyMaramingKulay  #LeniAngatSaLahat  #SwitchToLeni  #AngatBuhayLahat",Favor
God I really hope Leni wins. Please please please please please I'm begging I really hope Leni wins #AngatBuhayLahat #10RobredoForPresident #LetLeniLead #LeniForPresident2022,Favor
"vp leni gives me hope and it makes me want to fight for her. if she doesn't win, there's a high possibility i'll be losing all my hope again. vote wisely po, you're not only voting for yourselves but the entire future of the country. #KulayRosasAngBukas  #AngatBuhayLahat",Favor
"I bleed black and gold! But this time, I will stand for my fellow Thomasians for Leni!  #KulayRosasAngBukas #AngatBuhayLahat #GoUSTe",Favor
She is not “Mrs. Robredo” to you Vic Rodriguez. She is the VICE PRESIDENT and your next PRESIDENT!,Favor
Coz you can't stop me from doing this. I'll continue to support VP @lenirobredo even after the Presidential election. Naniniwala ako na kulay rosas ang bukas! #GobyernongTapatAngatBuhayLahat #10RobredoForPresident #AngatBuhayLahat #KulayRosasAngBukas,Favor
"So last night Panelo tried to endorse BBM at the proclamation rally of the Villafuertes in Camarines Sur, but the crowd says LENI! LENI! LENI! @lenirobredo   #CamSurIsPink #LeniKiko2022 #10RobredoPresident #AngatBuhayLahat",Favor
"Wewwwww! #LeniKiko GRAND RALLY IN CEBU April 21, 2022  This time i wont miss it.  #LeniRobredo2022 #LeniKiko2022 #AngatBuhayLahat #KulayRosasAngBukas",Favor
"You have inspired the best in the Filipino, VP @lenirobredo. You have been an impeccable role model so I'm sure our #Kakampinks won't let you down.  #TaraNaKayLeni #KayLeniNaTayo #LeniKikoAllTheWay #IpanaloNa10to #GobyernongTapat #AngatBuhayLahat #LeniKiko2022 #10RobredoPresident",Favor
"VP Leni Robredo is not an idol, she is a represention. She is willing to become a tribute at this point, para lang ma-acknowledge yung kailangan ng mga tao. We need better systems in our basics. Education, transport, health and jobs. Tulungan tayo. #AngatBuhayLahat",Favor
"I’m one of those who were mocked because we support VP @lenirobredo  and Sen. @kikopangilinan in the bailiwick of the Marcoses. Well, this is not our fight alone and we will never back down. Naniniwala kami sa #KulayRosasAngBukas at patuloy kaming titindig. #AngatBuhayLahat",Favor
"Super touched by this gesture, Kiko sharing the limelight with VP when there are times he needed to take a back seat when politicians do not endorse him huhuuuu let's campaign for Kiko harder! #LeniKikoAllTheWay #AngatBuhayLahat #PampangaIsPink",Favor
#LeniKiko2022 is making history! #GobyernongTapat #AngatBuhayLahat #TropangAngat,Favor
This is the real Filipino Woman. Wise but Gentle Strong yet Subtle Commited and Brave  Nanay was there. She believes that another Real Filipino Woman will take us to a better future.  Who are we to question?  #PampangaIsPink #LeniKikoAllTheWay  #GobyernongTapat #AngatBuhayLahat,Favor
"Vote for Leni and Kiko and please always include Teddy Baguilat in your list of Senators. Proud Ifugao here  #4 BAGUILAT, TEDDY #KapaTED #KatutuboSaSenado #AngatBuhayLahat #LeniKiko2022  #KpopStansForLeni  @TeddyBaguilatJr",Favor
Farmers endorsing Leni and Kiko is no question the best endorsement of all endorsements.   #7panaloNaNa10To  #PampangaIsPink  #KabaLENIKIKO  #LeniNaPampanga #AngatBuhayLahat,Favor
the last man standing is woman she is truly the light that can lead us through the darkest of times to come @lenirobredo  #LetLeniLead #LetLeniLead2022  #LeniKiko2022 #KulayRosasAngBukas #AngatBuhayLahat,Favor
The part when the farmers of San Nicolas went up the stage to raise the hands of Kiko and VP Leni is truly one of the most heartwarming and memorable moments of the Robredo-Pangilinan campaign. #PampangaIsPink #LeniKiko2022  #LetLeniLead  #AngatBuhayLahat,Favor
Yes! We want our President and first family so Filipino. #LeniRobredoForPresident  #LeniKikoAllTheWay  #AngatBuhayLahat,Favor
Grabeee!! I have so much hope in me today. I know this “hope” that #LeniKiko give us will lead to the betterment of our lives and of our country. NAKAKAPROUD! #PampangaIsPink #AngatBuhayLahat @lenirobredo @kikopangilinan,Favor
"Imagine the celebrations all over the country for #LeniRobredo's  inauguration and welcome as the 17th President of the Republic of the Philippines come June 30, 2022.  #GobyernongTapat para #AngatBuhayLahat",Favor
THE NEXT PRESIDENT OF THE REPUBLIC OF THE PHILIPPINES LENI ROBREDO!!! SALUTE!!! LENI KIKO ONLY TROPANG ANGAT #IpanaloNa10To #10RobredoPresident #IbobotoKoSiLeni #IbobotoKoSiLeniKiko  #PinkPeoplePower #LiwanagSaDilim  #AngatBuhayLahat #KulayRosasAngBukas  #LeniKiko2022,Favor
pink and proud! #10RobredoPresident  #AngatBuhayLahat,Favor
Filipino Community in Indonesia for Leni Robredo and Kiko Pangilinan!  #LeniKiko2022  #AngatBuhayLahat,Favor
"""Leni Robredo is the leader of our time. She personifies values we stand for. She has shown a demonstrated ability to inspire trust &amp; confidence of the private sector as a key development partner.""- Asian Inst. Of Management Alumni for Leni  #LeniKiko2022 #AngatBuhayLahat",Favor
"A book once said, and I only think of one presidentiable who has this platform @lenirobredo  #AngatBuhayLahat #KayLeniNaTayo #KulayRosasAngBukas",Favor
"In their house-to-house campaign, the Sumilao Farmers tell Dumaguetnons how VP Leni Robredo has helped basic sectors such as the urban poor, farmers, and fisherfolk defend their rights",Favor
"A good friend sent me this out of nowhere, and it means a lot to me. Didn't know he's supporting VP Leni as well. Tuloy lang! +9% tayo sa recent survey 33 days to go! #LeniKikoAllTheWay #AngatBuhayLahat #IpanaloNa10To",Favor
"All for Leni Robredo. Dahil mahal ka namin, President Leni Robredo! Because this leader truly inspires. She is everything most candidates are not.   #PalawanIsPink #LetLeniLead #LeniKikoAllTheWay  #LeniKiko2022 #AngatBuhayLahat",Favor
We are for LeniKiko  #Kakampink  #AngatBuhayLahat  #BoholIsPink  #TarSUREkangLeniKiko,Favor
Thank you! From Isko to VP Leni LENI KIKO ONLY TROPANG ANGAT #IpanaloNa10To #10RobredoPresident #IbobotoKoSiLeni  #IbobotoKoSiLeniKiko  #PinkPeoplePower  #LiwanagSaDilim  #AngatBuhayLahat  #KulayRosasAngBukas  #IpanaloNaNatinTo  #LeniKiko2022,Favor
She will make a good president and they will make a good First Family. Consistent in what they say and do. #KayLeniNaTayo #LeniKiko2022 #AngatBuhayLahat #IlawNgTahanan,Favor
More and more people are switching support to Leni  Ipanalo natin ‘to!   #10RobredoPresident #7KikoPangilinanVicePresident  #AngatBuhayLahat,Favor
"People like Prof Monsod, who has credibility, has the power to influence people to vote for VP Leni. Praying for a lot of influencers to step up and endorse VP. Our country deserves only the best. Let's not settle for less #LeniKiko2022  #AngatBuhayLahat  #LeniRobredoForPresident",Favor
"I did something great todayyyy! Converted  my lola(motherside) from Isko to @lenirobredo, my parents from Marcos to VP Leni also! Little by little we can! #10RobredoPresident #DapatSiLeni #AngatBuhayLahat",Favor
Let’s go my President @lenirobredo! #PiliPinasDebate2022 #AngatBuhayLahat #TaraNaKayLeni #LetLeniLead2022,Favor
"(4/4) And although her burdens are going to be great, she has a lot of people behind her, ready to save anyone, and everyone. I believe Leni can save, even the trolls.  #BoholIsPink #AngatBuhayLahat #KulayRosasAngBukas #LetLeniLead #LeniKikoAllTheWay #IpanaloNa10To",Favor
"(2/4) Only Leni, master of Economics, Law, and Public Service, could stop them, and when the country needed her most, she showed up, and she manned up, even (and especially) during the most difficult of times.   #BoholIsPink #AngatBuhayLahat #KulayRosasAngBukas",Favor
This is it! We are less than a week away for the #LeniKiko #Pangasinan People's Rally! See you in Dagupan City on April 8!  (Artwork by #PangasinanforLeniKiko team)   #PangasinanIsPink #PINKgasinan #LeniKiko2022 #TalindegPangasinan #LeniKiko2022 #AngatBuhayLahat,Favor
Let Leni clean the old airport #AngatBuhayLahat #BoholIsPink,Favor
we accompany her with prayers.. her detractors are working overtime to deThrone her.. a good person always rises above the rest!  #LeniAndKiko2022 #AngatBuhayLahat #KulayRosasAngBukas,Favor
"Voting for Leni means voting for the govenment of the people, by the people, for the people.   #LeniKikoAllTheWay #LeniRobredoForPresident #TaoSaTaoParaKayLeniKiko #TaoTaoParaKayRobredo #PilipinasIsPink #10RobredoForPresident #AngatBuhayLahat",Favor
WE DESERVED A GENUINE PUBLIC SERVANT. WE CHOOSE LENI ROBREDO  #LeniKikoAllTheWay #10RobredoForPresident #AngatBuhayLahat #BoholIsPink #PasigIsPink #CaviteIsPink,Favor
Tried to persuade someone who is an apologist on G to vote for VP Leni. But he is a die hard Marcos Apologist.  Can’t do much. At least I trued.  #LeniKiko2022 #AngatBuhayLahat #LeniRobredo2022 #LetLeniLead,Favor
I'll be running for SK Polls if VP Leni won the Presidency!!  #TaoSaTaoParaKayRobredo #LeniKiko2022 #AngatBuhayLahat,Favor
"Like a butterfly, Leni Robredo represents transformation and hope. Her leadership will inspire all of us to spread our wings and fly, dahil sa Gobyernong Tapat, ANGAT ang buhay ng lahat!  #KulayRosasAngBukas #AngatBuhayLahat #KayLeniTayo  designed by yours truly pink ver",Favor
"Just when I thought that I am the only pink sheep in our community, but it turns out that we are so many. #BoholIsPink #TarSUREkangLeniKiko #BohoLeniKiko #AngatBuhaylahat",Favor
This was probably one of the peak moments of my life where I can finally say I did the right thing.  Taylor Marie Joy Batumbakal Swift for Leni-Kiko this 2022  #BoholIsPink #TarsureKangLeniKiko #BoholLeniKiko #AngatBuhayLahat,Favor
Rainbow for Leni-Kiko  #LeniKikoAllTheWay #BoholIsPink  #TarSUREkangLeniKiko  #BohoLeniKo  #AngatBuhayLahat,Favor
"We deserve #LeniKiko2022. With or without endorsement, we are the stronger movement.  #BoholIsPink #AngatBuhayLahat  #LeniKikoAllTheWay",Favor
"Only Leni can inspire such sacrifice from people around her   Many more ordinary people share time, money, and hope to elect Robredo for president  The North Star is not Leni Robredo, but the hope for a better country for all   Ipanalo natin ‘to #AngatBuhayLahat",Favor
So happy to be part of this crowd #BoholIsPink #BoholForLeniKiko #TarSUREkangLeniKiko #LeniKiko2022 #AngatBuhayLahat,Favor
"You can't spell learning"""" without Leni.   #AngatBuhayLahat #BoholIsPink  #10RobredoForPresident",Favor
use of public transport will always always always be a measure of good governance so please vote for a candidate with better &amp; concrete plans in changing the Filipino commuter crisis.   #LeniKiko2022 #AngatBuhayLahat,Favor
"Lock and load Leni Kiko, let’s go!!  Waaaaaa salamat, Miggy!! #LeniKiko2022 #LeniKikoAllTheWay #TRoPa2022 #AngatBuhayLahat",Favor
"Don't understand what Ma'am is saying, but I can feel her PASSION and GRATITUDE for LENI.  That's all LOVE and RESPECT for the one who SHOWS UP and MANS UP. Kay Leni Tayo!  Real human being, and a real hero  #BoholIPink  #BoholForLeniKiko  #TarSUREkangLeniKiko  #AngatBuhayLahat",Favor
Let women lead.   #AngatBuhayLahat  #AngatBabae  #10LeniRobredoForPresident,Favor
I am a Filipino; I am a registered voter; I will vote Maria Leonor Robredo for President.  #IbobotoKoSiLeni #10RobredoForPresident #AngatBuhayLahat #Cavi10ñoAko #IpanaloNa10To #KayLeniTayo #KulayRosasAngBukas #BohoLeniKo #BoholIsPink,Favor
"i could never stress this enough.. if we want true change, WE NEED #KikoForVicePresident2022 to back #LetLeniKikoLead2022  LEEEETTTT’SSS GGGOOOO #LeniKikoAllTheWay #KulayRosasAngBukas #AngatBuhayLahat  #OnlyKiko4VP",Favor
Voting Leni should mean you would vote also for Kiko. Trust Leni for choosing Kiko.  #KikoAngManokKo #LeniKikoAllTheWay #KulayRosasAngBukas #AngatBuhayLahat,Favor
"LENI doesn't have supporters, she has VOLUNTEERS. Huge Difference #10RobredoForPresident #AngatBuhayLahat #LeniKiko2022",Favor
"17th President of the Republic of the Philippines in six weeks  We love you, @lenirobredo",Favor
VP Leni says farmers will be a priority in a Robredo government #AngatBuhayLahat #10RobredoForPresident,Favor
"Don't bash me, still rooting for VP Leni I just like the color. #beatsstudiobuds #beats #letlenilead #AngatBuhayLahat",Favor
"41 days before the election, let's continue spreading pink vibes   #kakampink #angatbuhaylahat #kaylenitayo #lenikiko2022 #kulayrosasangbukas @ Molito Lifestyle Center",Favor
"Imagine, Leni would be President-elect on Jillian's graduation ceremony in May. She's President-elect Leni when she meets Taylor Swift! Ohhhh the power!   Kaya #IpanaloNa10To #AngatBuhayLahat",Favor
Proud to share this. All voters in my family are voting for a better Philippines. Only possible with Leni and Kiko. #IpanaloNa10To  #LeniKikoAllTheWay #LeniKiko2022 #AngatBuhayLahat,Favor
No crowd is too small for VP Leni.  Her kindness and humbleness is contagious and empowering.  #LeniKiko2022 #LenikikoAllTheWay #AngatBuhayLahat,Favor
Guys! Can we win this election for VP Leni? Let's give the youth a better future. We can hone more children and develop their potential like this amazing child. #AngatBuhayLahat #10Robredo,Favor
"Protect the Robredo Family at all costs.   Protect @lenirobredo , @jpgrobredo , @jillrobredo , and @aikarobredo at all freaking costs   #LeniKiko2022  #AngatBuhayLahat",Favor
"I know why you hate Leni? Because she is everything you're not! But you know what, she cares about you too.   #KulayRosasAngBukas #LeniRobredo2022 #AngatBuhayLahat #IpanaloNa10To  Me time pa po.   #BBMSARA2022 #BBM",Favor
"Our soon to be President is always once step ahead of her lame-duck predecessor in responding to our kababayans in need, especially during natural disasters and the pandemic. #LeniKiko2022 paglilingkod na maaasahan. #GobyernongTapat  #AngatBuhayLahat",Favor
